WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.860100E-19
PIVWV    r 5581.206
BANDW    r 163.2712
TPEAK    r 0.3821064
EQUVW    r 203.7352
RECTW    r 533.1897
EMFLX    r 2.090060E-16
     5689.799     0.3769061
     5690.511     0.3766715
     5691.227     0.3764586
     5691.939      0.376246
     5692.654     0.3760334
     5693.367     0.3758213
     5694.077       0.37561
     5694.792     0.3753971
     5695.505      0.375185
     5696.221     0.3749718
     5696.935      0.374759
     5697.647     0.3745469
     5698.364     0.3743336
     5699.077     0.3741208
     5699.793     0.3739077
     5700.504     0.3736616
     5701.218        0.3734
     5701.935     0.3731374
     5702.648     0.3728761
     5703.365     0.3726133
     5704.079     0.3723514
     5704.793     0.3720895
      5705.51     0.3718262
     5706.225     0.3715643
     5706.936     0.3713041
     5707.653     0.3710402
     5708.368     0.3707773
     5709.085      0.370514
       5709.8     0.3702519
     5710.518     0.3702638
     5711.232     0.3703817
     5711.947     0.3704996
     5712.666     0.3706185
     5713.377     0.3707362
     5714.093     0.3708543
     5714.811     0.3709735
     5715.526     0.3710923
     5716.245     0.3712115
      5716.96       0.37133
     5717.676     0.3714488
     5718.395     0.3715683
     5719.111     0.3716872
     5719.827     0.3718064
     5720.542     0.3718031
     5721.259     0.3717609
     5721.978     0.3717191
     5722.694     0.3716766
     5723.414     0.3716343
      5724.13     0.3715923
     5724.847     0.3715496
     5725.566     0.3715077
      5726.28     0.3714662
        5727.     0.3714241
     5727.717     0.3713829
     5728.434     0.3713412
     5729.154     0.3712992
     5729.871     0.3712575
     5730.588      0.371452
     5731.309     0.3716991
     5732.026     0.3719447
     5732.744     0.3721913
     5733.461     0.3724378
     5734.179     0.3726843
       5734.9      0.372932
     5735.618     0.3731789
     5736.339     0.3734269
     5737.057     0.3736739
     5737.775     0.3739217
     5738.497     0.3741703
     5739.212     0.3744166
     5739.933     0.3746651
     5740.652     0.3747504
      5741.37     0.3748199
     5742.092       0.37489
     5742.811     0.3749587
     5743.533      0.375028
     5744.252     0.3750972
     5744.971     0.3751669
      5745.69     0.3752364
     5746.409     0.3753057
     5747.132     0.3753757
     5747.851     0.3754457
     5748.571     0.3755156
     5749.293     0.3755857
     5750.013     0.3756478
     5750.733     0.3753034
     5751.456     0.3749577
     5752.172     0.3746146
     5752.896     0.3742675
     5753.616     0.3739223
     5754.339     0.3735757
      5755.06     0.3732309
      5755.78     0.3728853
     5756.503     0.3725384
     5757.224      0.372193
     5757.945      0.371847
     5758.666      0.371501
     5759.386     0.3711554
      5760.11     0.3707425
     5760.832      0.369966
     5761.553     0.3691902
     5762.277     0.3684116
     5762.998     0.3676363
     5763.723     0.3668567
     5764.444     0.3660804
     5765.163      0.365308
     5765.888     0.3645282
     5766.609     0.3637526
     5767.334     0.3629732
     5768.056     0.3621974
     5768.778      0.361421
     5769.503     0.3606413
     5770.226     0.3598789
     5770.951     0.3591436
      5771.67     0.3584142
     5772.393     0.3576816
     5773.119     0.3569448
     5773.841     0.3562115
     5774.567     0.3554748
      5775.29     0.3547404
     5776.013     0.3540065
     5776.739     0.3532682
     5777.462     0.3525343
     5778.182     0.3518027
     5778.909     0.3510642
     5779.632     0.3503288
     5780.358     0.3497337
     5781.082     0.3492877
     5781.809     0.3488392
     5782.533     0.3483933
     5783.256     0.3479476
     5783.984     0.3474991
     5784.705     0.3470551
     5785.429     0.3466091
     5786.156     0.3461609
      5786.88     0.3457141
     5787.608     0.3452656
     5788.332     0.3448195
     5789.057     0.3443731
     5789.785     0.3439242
     5790.509     0.3437226
     5791.234     0.3436245
     5791.959     0.3435262
     5792.684     0.3434282
     5793.413     0.3433298
     5794.138     0.3432319
     5794.866      0.343133
     5795.591     0.3430346
     5796.317     0.3429364
     5797.045     0.3428383
     5797.768     0.3427408
     5798.497     0.3426422
     5799.223     0.3425442
     5799.949     0.3424461
     5800.678      0.342713
     5801.404     0.3430063
     5802.133     0.3433005
      5802.86     0.3435938
     5803.586     0.3438869
     5804.312     0.3441804
     5805.039      0.344474
     5805.766     0.3447671
     5806.496      0.345062
     5807.223     0.3453559
     5807.953     0.3456512
      5808.68     0.3459455
     5809.407     0.3462395
     5810.134     0.3465448
     5810.861     0.3469012
     5811.592     0.3472585
     5812.319     0.3476146
     5813.047     0.3479712
     5813.778     0.3483292
     5814.505     0.3486859
     5815.236     0.3490446
     5815.964     0.3494024
     5816.689     0.3497577
      5817.42      0.350117
     5818.148      0.350475
      5818.88     0.3508348
     5819.608      0.351193
     5820.337     0.3512851
     5821.069     0.3510665
     5821.797     0.3508485
     5822.526     0.3506306
     5823.255      0.350413
     5823.984     0.3501953
     5824.716     0.3499766
     5825.445     0.3497586
     5826.178     0.3495396
     5826.907     0.3493221
     5827.636     0.3491038
     5828.369     0.3488847
     5829.099     0.3486671
     5829.825     0.3484497
     5830.558     0.3463593
     5831.288     0.3436953
     5832.021     0.3410169
     5832.751     0.3383508
     5833.481     0.3356844
     5834.214     0.3330053
     5834.945     0.3303367
     5835.678     0.3276577
     5836.406     0.3249993
     5837.136     0.3223297
      5837.87     0.3196479
     5838.601     0.3169788
     5839.335     0.3142951
     5840.066     0.3113857
     5840.797     0.3060799
     5841.531     0.3007489
     5842.262     0.2954419
     5842.994     0.2901302
     5843.725     0.2848179
     5844.457     0.2795047
     5845.191     0.2741656
     5845.923     0.2688504
     5846.658     0.2635062
      5847.39     0.2581897
     5848.122     0.2528689
     5848.857     0.2475219
     5849.586     0.2422204
     5850.318     0.2365011
     5851.054     0.2302461
     5851.786     0.2240158
     5852.522     0.2177559
     5853.254     0.2115247
     5853.987      0.205289
     5854.723     0.1990275
     5855.456     0.1927907
     5856.189     0.1865537
     5856.922     0.1803162
     5857.655      0.174074
     5858.392     0.1678064
     5859.125     0.1615634
     5859.861     0.1552949
     5860.595     0.1502946
     5861.329      0.145587
     5862.065     0.1408562
     5862.796     0.1361649
     5863.533     0.1314281
     5864.267     0.1267119
     5865.001     0.1219913
     5865.739     0.1172506
     5866.473     0.1125304
      5867.21     0.1077836
     5867.945     0.1030576
     5868.679    0.09833022
     5869.414     0.0935984
     5870.148    0.08924095
     5870.883    0.08635146
     5871.622     0.0834484
     5872.356    0.08055864
     5873.095    0.07765525
      5873.83    0.07476319
     5874.568    0.07185936
     5875.304    0.06896687
     5876.036    0.06608576
     5876.775    0.06317946
      5877.51     0.0602864
     5878.246    0.05739124
     5878.985    0.05448241
     5879.721    0.05158687
      5880.46    0.04947055
     5881.196    0.04784155
     5881.933    0.04621111
     5882.669    0.04458027
     5883.405    0.04294905
     5884.145    0.04130986
     5884.881    0.03967787
     5885.618    0.03804441
     5886.358    0.03640405
     5887.095     0.0347698
     5887.835    0.03312758
     5888.572    0.03149144
     5889.306    0.02986249
     5890.046    0.02826719
     5890.784    0.02739476
     5891.524    0.02651803
     5892.262    0.02564508
        5893.    0.02477127
      5893.74    0.02389374
     5894.478    0.02301943
     5895.216    0.02214485
     5895.954    0.02126999
     5896.692    0.02039429
     5897.433    0.01951485
     5898.171    0.01863862
      5898.91    0.01776209
     5899.651    0.01688126
      5900.39    0.01621334
     5901.131    0.01573018
      5901.87     0.0152488
     5902.606     0.0147693
     5903.348    0.01428592
     5904.087    0.01380406
     5904.829    0.01332021
     5905.568     0.0128382
     5906.308    0.01235612
      5907.05    0.01187207
      5907.79    0.01138952
     5908.532    0.01090501
     5909.269    0.01042457
     5910.008   0.009944201
     5910.751   0.009672306
     5911.491   0.009401646
     5912.234   0.009129709
     5912.975   0.008858813
     5913.714   0.008588079
     5914.458     0.0083159
     5915.198   0.008044949
     5915.936   0.007775032
     5916.679   0.007502778
      5917.42    0.00723157
     5918.164   0.006959081
     5918.905   0.006687821
     5919.649   0.006415285
      5920.39   0.006190487
     5921.131    0.00600777
     5921.875   0.005824026
     5922.613   0.005641914
     5923.355   0.005458776
       5924.1   0.005274855
     5924.841   0.005091604
     5925.586   0.004907568
     5926.328   0.004724198
     5927.069   0.004540773
     5927.815   0.004356316
     5928.557   0.004172767
     5929.299   0.003989039
     5930.041   0.003810197
     5930.783   0.003715797
     5931.529   0.003620942
     5932.271   0.003526439
     5933.017   0.003431545
      5933.76   0.003336997
     5934.503    0.00324237
     5935.249   0.003147349
     5935.988   0.003053173
     5936.735   0.002958046
     5937.478   0.002863333
     5938.221   0.002768596
     5938.968   0.002673396
     5939.711   0.002578617
     5940.458   0.002513699
     5941.202   0.002468155
     5941.945   0.002422604
     5942.689   0.002377043
     5943.433   0.002331476
     5944.177    0.00228587
     5944.924   0.002240042
     5945.668   0.002194417
     5946.416   0.002148574
      5947.16   0.002102932
     5947.908    0.00205707
     5948.652   0.002011378
     5949.394    0.00196589
     5950.142   0.001919984
     5950.887   0.001874294
     5951.631   0.001828624
      5952.38   0.001782701
     5953.125   0.001736976
     5953.873   0.001691063
     5954.619   0.001645286
     5955.361   0.001599705
     5956.109   0.001553721
     5956.855   0.001507908
     5957.604   0.001461873
      5958.35   0.001416036
     5959.095   0.001370187
     5959.845   0.001324085
     5960.591   0.001300881
      5961.34   0.001283568
     5962.083   0.001266384
     5962.829   0.001249127
     5963.579   0.001231774
     5964.326   0.001214493
     5965.075   0.001197138
     5965.822   0.001179844
     5966.569   0.001162533
     5967.319   0.001145148
     5968.066   0.001127826
     5968.813   0.001110496
      5969.56   0.001093161
     5970.307   0.001075786
     5971.058   0.001058269
     5971.805   0.001040839
     5972.553   0.001023393
     5973.304   0.001005864
     5974.051   9.884121E-4
     5974.803   9.708646E-4
     5975.547   9.534723E-4
     5976.295   9.360074E-4
     5977.046   9.184473E-4
     5977.795   9.009529E-4
     5978.546   8.833865E-4
     5979.294   8.658959E-4
     5980.043   8.483880E-4
     5980.795   8.307701E-4
     5981.543   8.132307E-4
     5982.292   7.956770E-4
     5983.041   7.781318E-4
      5983.79   7.605720E-4
     5984.542   7.429286E-4
     5985.292   7.253624E-4
     5986.044   7.077138E-4
     5986.793   6.901312E-4
     5987.542   6.725579E-4
     5988.295   6.548901E-4
     5989.042   6.373787E-4
     5989.792   6.197737E-4
     5990.544   6.021154E-4
     5991.294   5.845288E-4
     5992.047   5.668689E-4
     5992.798   5.492629E-4
     5993.551   5.315830E-4
     5994.301   5.139793E-4
     5995.052   4.963605E-4
     5995.802   4.787368E-4
     5996.553   4.611088E-4
     5997.303   4.434767E-4
     5998.057   4.257603E-4
     5998.808   4.081082E-4
     5999.562   3.903832E-4
     6000.313   3.782362E-4
     6001.064   3.738094E-4
     6001.819   3.693617E-4
     6002.567   3.649505E-4
     6003.321   3.605007E-4
     6004.073   3.560670E-4
     6004.825   3.516294E-4
      6005.58   3.471735E-4
     6006.331   3.427369E-4
     6007.086   3.382765E-4
     6007.838   3.338348E-4
      6008.59   3.293921E-4
     6009.342   3.249484E-4
     6010.095   3.204992E-4
      6010.85   3.160179E-4
     6011.603   3.115532E-4
     6012.355   3.070880E-4
     6013.111   3.026021E-4
     6013.864   2.981334E-4
      6014.62   2.936462E-4
     6015.373   2.891760E-4
     6016.123   2.847228E-4
     6016.879   2.802312E-4
     6017.632   2.757591E-4
     6018.385   2.712836E-4
     6019.142   2.667872E-4
     6019.896   2.623109E-4
     6020.652   2.578300E-4
     6021.406   2.533708E-4
     6022.163   2.488904E-4
     6022.914   2.444431E-4
     6023.667   2.399772E-4
     6024.425   2.354898E-4
     6025.179   2.310216E-4
     6025.933   2.265493E-4
      6026.69   2.220584E-4
     6027.445   2.175837E-4
     6028.203   2.130875E-4
     6028.957   2.086101E-4
     6029.708   2.041491E-4
     6030.467   1.996522E-4
     6031.222   1.951776E-4
      6031.98   1.906812E-4
     6032.735   1.862035E-4
      6033.49   1.817211E-4
     6034.249   1.772196E-4
     6035.004   1.727337E-4
     6035.763   1.682258E-4
     6036.515   1.637571E-4
     6037.271   1.592635E-4
     6038.029   1.547505E-4
     6038.785   1.502537E-4
     6039.544   1.457348E-4
     6040.301   1.424614E-4
     6041.057   1.410515E-4
     6041.816   1.396344E-4
     6042.572   1.382241E-4
     6043.329   1.368127E-4
     6044.085   1.354002E-4
     6044.842   1.339884E-4
     6045.602   1.325694E-4
     6046.358   1.311574E-4
     6047.115   1.297443E-4
     6047.876   1.283235E-4
     6048.633   1.269101E-4
     6049.393   1.254900E-4
     6050.147   1.240825E-4
     6050.904   1.226723E-4
     6051.665   1.212558E-4
     6052.423   1.198444E-4
     6053.184   1.184272E-4
     6053.941   1.170150E-4
     6054.699   1.156028E-4
      6055.46   1.141838E-4
     6056.218   1.127708E-4
     6056.977   1.113566E-4
     6057.735   1.099420E-4
     6058.493   1.085273E-4
     6059.255   1.071059E-4
     6060.013   1.056905E-4
     6060.775   1.042702E-4
     6061.534   1.028549E-4
     6062.292   1.014392E-4
     6063.055   1.000170E-4
      6063.81   9.860697E-5
     6064.569   9.718935E-5
     6065.332   9.576595E-5
     6066.091   9.434773E-5
     6066.854   9.292267E-5
     6067.613   9.150380E-5
     6068.376   9.007724E-5
     6069.135   8.865754E-5
     6069.895   8.723656E-5
     6070.655   8.581208E-5
     6071.415   8.438585E-5
     6072.175   8.296032E-5
     6072.938   8.152730E-5
     6073.698   8.010126E-5
     6074.462   7.866778E-5
     6075.223   7.723962E-5
     6075.983   7.581206E-5
     6076.747   7.437785E-5
     6077.504   7.295535E-5
     6078.268   7.151980E-5
     6079.029   7.008958E-5
      6079.79   6.866000E-5
     6080.554   6.779165E-5
     6081.315   6.714075E-5
      6082.08   6.648675E-5
     6082.841   6.583551E-5
     6083.603   6.518362E-5
     6084.364   6.453205E-5
     6085.126   6.387995E-5
     6085.891   6.322464E-5
     6086.653   6.257198E-5
     6087.415   6.191929E-5
      6088.18   6.126317E-5
     6088.942   6.061003E-5
     6089.708   5.995342E-5
     6090.467   5.930080E-5
     6091.229   5.864477E-5
     6091.995   5.798574E-5
     6092.757   5.732900E-5
      6093.52   5.667219E-5
     6094.286   5.601230E-5
     6095.049   5.535515E-5
     6095.815   5.469457E-5
     6096.578   5.403719E-5
     6097.341   5.337927E-5
     6098.104   5.272118E-5
     6098.868   5.206254E-5
     6099.635   5.140131E-5
     6100.398   5.074210E-5
     6101.162   5.008244E-5
     6101.929   4.941987E-5
     6102.693   4.875999E-5
      6103.46   4.809706E-5
     6104.221   4.743952E-5
     6104.985   4.677887E-5
     6105.752   4.611514E-5
     6106.517   4.545429E-5
     6107.284   4.479036E-5
     6108.049   4.412882E-5
     6108.813   4.346721E-5
     6109.582   4.280249E-5
     6110.346   4.214209E-5
     6111.111   4.148328E-5
     6111.876   4.082377E-5
     6112.641   4.016405E-5
      6113.41   3.950117E-5
     6114.175   3.884104E-5
     6114.943   3.817771E-5
     6115.709   3.751669E-5
     6116.475   3.685543E-5
     6117.244   3.619102E-5
     6118.006   3.553236E-5
     6118.775   3.486748E-5
     6119.541   3.420497E-5
     6120.307   3.372266E-5
     6121.077   3.350892E-5
     6121.843   3.329611E-5
     6122.609   3.308327E-5
     6123.379   3.286930E-5
     6124.145   3.265635E-5
     6124.912   3.244321E-5
     6125.679   3.222989E-5
     6126.449   3.201569E-5
     6127.215   3.180241E-5
     6127.982   3.158901E-5
     6128.753   3.137451E-5
      6129.52   3.116095E-5
     6130.287   3.094749E-5
     6131.058   3.073312E-5
     6131.822   3.052060E-5
     6132.593   3.030608E-5
     6133.361   3.009249E-5
     6134.128   2.987891E-5
       6134.9   2.966411E-5
     6135.667   2.945034E-5
     6136.439   2.923547E-5
     6137.207   2.902151E-5
     6137.976   2.880732E-5
     6138.744   2.859323E-5
     6139.512   2.837896E-5
     6140.284   2.816379E-5
     6141.053   2.794969E-5
     6141.821   2.773551E-5
     6142.593   2.752034E-5
     6143.362   2.730593E-5
     6144.135   2.709051E-5
     6144.904   2.687594E-5
     6145.669   2.666231E-5
     6146.442   2.644658E-5
     6147.212   2.623173E-5
     6147.981   2.601696E-5
     6148.754   2.580109E-5
     6149.524   2.558595E-5
     6150.297   2.536938E-5
     6151.067   2.515273E-5
     6151.837   2.493604E-5
     6152.607   2.471930E-5
     6153.377   2.450255E-5
      6154.15   2.428480E-5
     6154.921   2.406781E-5
     6155.691   2.385080E-5
     6156.465   2.363282E-5
     6157.236   2.341577E-5
      6158.01   2.319757E-5
     6158.781   2.298043E-5
     6159.548   2.276411E-5
     6160.323   2.258869E-5
     6161.094   2.247374E-5
     6161.869   2.235816E-5
      6162.64   2.224316E-5
     6163.411   2.212807E-5
     6164.186   2.201242E-5
     6164.958   2.189722E-5
     6165.733   2.178143E-5
     6166.501   2.166661E-5
     6167.273   2.155130E-5
     6168.048   2.143537E-5
     6168.821   2.131985E-5
     6169.593   2.120440E-5
     6170.369   2.108819E-5
     6171.141   2.097235E-5
     6171.917   2.085588E-5
     6172.689   2.073984E-5
     6173.462   2.062383E-5
     6174.235   2.050772E-5
     6175.007   2.039164E-5
     6175.784   2.027494E-5
     6176.557   2.015867E-5
      6177.33   2.004244E-5
     6178.107   1.992559E-5
      6178.88   1.980927E-5
     6179.657   1.969235E-5
     6180.427   1.957619E-5
     6181.201   1.945944E-5
     6181.978   1.934207E-5
     6182.751   1.922526E-5
     6183.529   1.910782E-5
     6184.303   1.899081E-5
     6185.077   1.887385E-5
     6185.855   1.875629E-5
     6186.629   1.863926E-5
     6187.403   1.852212E-5
     6188.178   1.840496E-5
     6188.953   1.828769E-5
      6189.73   1.816995E-5
     6190.505   1.805286E-5
     6191.284   1.793537E-5
     6192.059   1.781837E-5
     6192.834   1.770125E-5
     6193.612   1.758364E-5
     6194.384   1.746697E-5
     6195.163   1.734923E-5
     6195.938   1.723197E-5
     6196.714   1.711462E-5
     6197.493   1.699678E-5
     6198.269   1.687934E-5
     6199.045   1.676186E-5
     6199.824   1.664384E-5
       6200.6   1.656356E-5
     6201.376   1.649414E-5
     6202.153   1.642471E-5
     6202.933   1.635497E-5
     6203.709   1.628553E-5
     6204.485   1.621608E-5
     6205.266   1.614627E-5
     6206.042   1.607675E-5
     6206.819   1.600723E-5
       6207.6   1.593740E-5
     6208.373   1.586818E-5
     6209.154   1.579828E-5
     6209.931   1.572875E-5
     6210.708   1.565923E-5
     6211.489   1.558933E-5
     6212.267   1.551976E-5
     6213.048   1.544987E-5
     6213.825   1.538028E-5
     6214.603   1.531065E-5
     6215.381   1.524102E-5
     6216.159   1.517134E-5
      6216.94   1.510138E-5
     6217.719   1.503169E-5
     6218.497   1.496198E-5
     6219.279   1.489197E-5
     6220.058   1.482228E-5
     6220.839   1.475344E-5
     6221.618   1.468482E-5
     6222.394   1.461650E-5
     6223.176   1.454755E-5
     6223.955   1.447887E-5
     6224.734   1.441014E-5
     6225.517   1.434109E-5
     6226.296   1.427232E-5
     6227.079   1.420324E-5
     6227.858   1.413443E-5
     6228.638   1.406554E-5
     6229.417   1.399664E-5
     6230.197   1.392746E-5
      6230.98   1.385714E-5
      6231.76   1.378712E-5
     6232.541   1.371705E-5
     6233.324   1.364671E-5
     6234.104   1.357662E-5
     6234.888   1.350617E-5
     6235.665   1.343638E-5
     6236.445   1.336627E-5
     6237.229   1.329580E-5
      6238.01   1.322562E-5
     6238.794   1.315515E-5
     6239.576   1.308491E-5
     6240.356   1.302723E-5
     6241.141   1.298425E-5
     6241.922   1.294145E-5
     6242.704   1.289863E-5
     6243.485   1.285576E-5
     6244.267   1.281292E-5
     6245.052   1.276987E-5
     6245.833   1.272699E-5
     6246.615   1.268410E-5
     6247.401   1.264098E-5
     6248.183   1.259808E-5
     6248.968   1.255493E-5
     6249.747   1.251219E-5
     6250.533   1.246888E-5
     6251.315   1.242567E-5
     6252.098   1.238242E-5
     6252.884   1.233900E-5
     6253.667   1.229574E-5
     6254.449   1.225247E-5
     6255.235   1.220902E-5
     6256.019   1.216573E-5
     6256.802   1.212241E-5
     6257.585   1.207909E-5
     6258.368   1.203576E-5
     6259.155   1.199224E-5
     6259.938   1.194888E-5
     6260.726   1.190559E-5
     6261.509   1.186247E-5
     6262.293   1.181934E-5
      6263.08   1.177603E-5
     6263.861   1.173306E-5
     6264.648   1.168968E-5
     6265.433   1.164650E-5
     6266.217   1.160332E-5
     6267.004   1.155993E-5
     6267.789   1.151670E-5
     6268.577   1.147328E-5
     6269.362   1.143004E-5
     6270.146   1.138689E-5
     6270.931   1.134428E-5
     6271.716   1.130162E-5
     6272.505   1.125876E-5
      6273.29   1.121609E-5
     6274.075   1.117340E-5
     6274.864   1.113047E-5
     6275.649   1.108774E-5
     6276.435   1.104499E-5
     6277.224   1.100203E-5
     6278.006   1.095942E-5
     6278.796   1.091641E-5
     6279.582   1.087360E-5
     6280.371   1.084758E-5
     6281.157   1.084079E-5
     6281.944   1.083400E-5
     6282.733   1.082717E-5
      6283.52   1.082038E-5
     6284.306   1.081359E-5
     6285.093   1.080678E-5
      6285.88   1.079999E-5
      6286.67   1.079317E-5
     6287.457   1.078635E-5
     6288.244   1.077954E-5
     6289.035   1.077273E-5
     6289.822   1.076592E-5
     6290.613   1.075927E-5
       6291.4   1.075271E-5
     6292.184   1.074618E-5
     6292.975   1.073959E-5
     6293.763   1.073303E-5
     6294.554   1.072643E-5
     6295.342   1.071986E-5
      6296.13   1.071329E-5
     6296.922   1.070668E-5
      6297.71   1.070010E-5
     6298.501   1.069351E-5
     6299.287   1.068696E-5
     6300.075   1.068038E-5
     6300.867   1.067366E-5
     6301.656   1.066699E-5
     6302.448   1.066029E-5
     6303.237   1.065361E-5
     6304.026   1.064692E-5
     6304.819   1.064022E-5
     6305.608   1.063353E-5
     6306.394   1.062687E-5
     6307.187   1.062016E-5
     6307.976   1.061348E-5
     6308.769   1.060675E-5
     6309.559   1.060006E-5
     6310.349   1.059363E-5
     6311.142   1.058748E-5
     6311.932   1.058136E-5
     6312.726   1.057522E-5
     6313.512   1.056912E-5
     6314.303   1.056299E-5
     6315.097   1.055684E-5
     6315.887   1.055073E-5
     6316.681   1.054456E-5
     6317.472   1.053843E-5
     6318.263   1.053230E-5
     6319.057   1.052612E-5
     6319.848   1.051998E-5
     6320.639   1.051678E-5
      6321.43   1.051428E-5
     6322.222   1.051179E-5
     6323.016   1.050929E-5
     6323.808   1.050679E-5
     6324.599   1.050429E-5
     6325.395   1.050178E-5
     6326.187   1.049929E-5
     6326.981   1.049677E-5
      6327.77   1.049428E-5
     6328.566   1.049176E-5
     6329.358   1.048925E-5
      6330.15   1.048677E-5
     6330.946   1.048441E-5
     6331.738   1.048204E-5
     6332.531   1.047967E-5
     6333.327   1.047730E-5
      6334.12   1.047495E-5
     6334.913   1.047258E-5
     6335.706   1.047020E-5
     6336.499   1.046783E-5
     6337.295   1.046546E-5
     6338.089   1.046308E-5
     6338.886   1.046069E-5
     6339.679   1.045832E-5
     6340.473   1.045522E-5
      6341.27   1.045162E-5
      6342.06   1.044806E-5
     6342.857   1.044447E-5
     6343.651   1.044090E-5
     6344.445   1.043731E-5
     6345.243   1.043371E-5
     6346.038   1.043012E-5
     6346.835   1.042653E-5
      6347.63   1.042295E-5
     6348.424   1.041937E-5
     6349.219   1.041578E-5
     6350.014   1.041222E-5
     6350.812   1.040957E-5
     6351.607   1.040694E-5
     6352.402   1.040430E-5
     6353.201   1.040166E-5
     6353.996   1.039903E-5
     6354.792   1.039640E-5
      6355.59   1.039376E-5
     6356.382   1.039114E-5
     6357.182   1.038848E-5
     6357.978   1.038582E-5
     6358.773   1.038319E-5
     6359.573   1.038054E-5
     6360.369   1.036781E-5
     6361.168   1.034327E-5
     6361.965   1.031883E-5
     6362.761   1.029440E-5
     6363.558   1.026995E-5
     6364.354   1.024550E-5
     6365.154   1.022093E-5
     6365.951   1.019646E-5
     6366.748   1.017200E-5
     6367.548   1.014740E-5
     6368.345   1.012292E-5
     6369.146   1.009833E-5
     6369.943   1.007382E-5
     6370.737   1.005035E-5
     6371.538   1.002674E-5
     6372.335   1.000322E-5
     6373.137   9.979572E-6
     6373.935   9.956014E-6
     6374.732   9.932465E-6
     6375.534   9.908806E-6
     6376.332   9.885215E-6
     6377.126   9.861727E-6
     6377.928   9.838013E-6
     6378.727   9.814412E-6
     6379.529   9.790679E-6
     6380.327   9.766854E-6
     6381.129   9.742639E-6
     6381.928   9.718523E-6
     6382.727   9.694408E-6
     6383.529   9.670185E-6
     6384.325   9.646144E-6
     6385.124   9.622006E-6
     6385.927   9.597743E-6
     6386.726   9.573585E-6
     6387.529   9.549308E-6
     6388.329   9.525139E-6
     6389.128   9.500949E-6
     6389.932   9.476636E-6
     6390.731   9.451963E-6
     6391.532   9.427221E-6
     6392.332   9.402496E-6
     6393.132   9.377759E-6
     6393.936   9.352894E-6
     6394.736   9.328135E-6
      6395.54   9.303259E-6
      6396.34   9.278498E-6
     6397.141   9.253720E-6
     6397.945   9.228843E-6
     6398.743   9.204157E-6
     6399.547   9.179258E-6
     6400.348   9.140073E-6
     6401.149   9.082108E-6
     6401.954   9.023902E-6
     6402.755   8.965935E-6
     6403.557   8.907921E-6
     6404.362   8.849653E-6
     6405.164   8.791661E-6
     6405.965   8.733620E-6
     6406.768   8.675555E-6
     6407.569   8.617512E-6
     6408.375   8.559163E-6
     6409.177   8.501047E-6
     6409.983   8.442687E-6
     6410.785   8.385012E-6
     6411.588   8.327303E-6
     6412.394   8.269337E-6
     6413.193   8.211881E-6
        6414.   8.153846E-6
     6414.802   8.096083E-6
     6415.605   8.038295E-6
     6416.412   7.980218E-6
     6417.215   7.922376E-6
     6418.021   7.864273E-6
     6418.825   7.806365E-6
     6419.628   7.748473E-6
     6420.432   7.690034E-6
     6421.236   7.631166E-6
     6422.043   7.572036E-6
     6422.847   7.513143E-6
     6423.651   7.454274E-6
     6424.458   7.395123E-6
     6425.263   7.336217E-6
     6426.067   7.277292E-6
     6426.875   7.218108E-6
     6427.676   7.159456E-6
     6428.484   7.100271E-6
     6429.289   7.041336E-6
     6430.097   6.982142E-6
     6430.902   6.923446E-6
     6431.707   6.864723E-6
     6432.516   6.805744E-6
     6433.321   6.747014E-6
     6434.126   6.688284E-6
     6434.931   6.629534E-6
     6435.737   6.570758E-6
     6436.546   6.511728E-6
     6437.352   6.452939E-6
     6438.158   6.394107E-6
     6438.967   6.335074E-6
     6439.773   6.276243E-6
     6440.583   6.217210E-6
     6441.389   6.158439E-6
     6442.191   6.099915E-6
     6443.001   6.040857E-6
     6443.808   5.982042E-6
     6444.618   5.922964E-6
     6445.425   5.864135E-6
     6446.231   5.805306E-6
     6447.042   5.746174E-6
     6447.849   5.687288E-6
      6448.66   5.628154E-6
     6449.463   5.569516E-6
     6450.271   5.510653E-6
     6451.082   5.451557E-6
     6451.889   5.392712E-6
       6452.7   5.333606E-6
     6453.508   5.274735E-6
     6454.316   5.215825E-6
     6455.127   5.156669E-6
     6455.936   5.097742E-6
      6456.74   5.039098E-6
     6457.552   4.979875E-6
      6458.36   4.920935E-6
     6459.172   4.861701E-6
      6459.98   4.802698E-6
     6460.792   4.742975E-6
     6461.602   4.683465E-6
      6462.41   4.623993E-6
     6463.223   4.564236E-6
     6464.028   4.504983E-6
     6464.837   4.445488E-6
      6465.65   4.385706E-6
     6466.459   4.326223E-6
     6467.272   4.266455E-6
     6468.082   4.206937E-6
     6468.892   4.147430E-6
     6469.705   4.087642E-6
     6470.515   4.028433E-6
     6471.325   3.969350E-6
     6472.135   3.910262E-6
     6472.945   3.851154E-6
     6473.759   3.791757E-6
     6474.569   3.732604E-6
     6475.383   3.673194E-6
     6476.194   3.614023E-6
     6477.004   3.554838E-6
     6477.819   3.495367E-6
     6478.626   3.436416E-6
      6479.44   3.376926E-6
     6480.251   3.317585E-6
     6481.063   3.258027E-6
     6481.877   3.198192E-6
