WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f850lp
     7961.174   6.694770E-6
     7961.441   6.723012E-6
     7961.703   6.750779E-6
     7961.965   6.778540E-6
     7962.228   6.806290E-6
      7962.49   6.834036E-6
     7962.757   6.862287E-6
     7963.023   6.890482E-6
     7963.286   6.918201E-6
     7963.548   6.945915E-6
      7963.81   6.973619E-6
     7964.077   7.001780E-6
     7964.339   7.029520E-6
     7964.602   7.057201E-6
     7964.864   7.084876E-6
     7965.126   7.112592E-6
     7965.397   7.141180E-6
      7965.66   7.168827E-6
     7965.922   7.196522E-6
     7966.185   7.224155E-6
     7966.447   7.251785E-6
     7966.714   7.279917E-6
     7966.976   7.307528E-6
     7967.239   7.335181E-6
     7967.501   7.362778E-6
     7967.768   7.390826E-6
     7968.035   7.418918E-6
     7968.297   7.446492E-6
      7968.56   7.474106E-6
     7968.822   7.501715E-6
     7969.084   7.529261E-6
     7969.352   7.557317E-6
     7969.614   7.584848E-6
     7969.876   7.612426E-6
     7970.144   7.640456E-6
     7970.406   7.667966E-6
     7970.668   7.695518E-6
     7970.936   7.723525E-6
     7971.198   7.751012E-6
      7971.46   7.778542E-6
     7971.723   7.806064E-6
     7971.986   7.833579E-6
     7972.252   7.861497E-6
      7972.52   7.889455E-6
     7972.782   7.916947E-6
     7973.045   7.944429E-6
     7973.308   7.971906E-6
     7973.574   7.999781E-6
     7973.837   8.027238E-6
       7974.1   8.054692E-6
     7974.362   8.082137E-6
     7974.625   8.109572E-6
     7974.896   8.137919E-6
     7975.159   8.165342E-6
     7975.422   8.192753E-6
     7975.685   8.220159E-6
     7975.947   8.247554E-6
     7976.214   8.275401E-6
     7976.477   8.302784E-6
      7976.74   8.330157E-6
     7977.002   8.357524E-6
      7977.27   8.385340E-6
     7977.537   8.413200E-6
       7977.8   8.440542E-6
     7978.063   8.467878E-6
     7978.325   8.495203E-6
     7978.588   8.522524E-6
     7978.855   8.550291E-6
     7979.118   8.577645E-6
     7979.381   8.604939E-6
     7979.648   8.632685E-6
     7979.911   8.660018E-6
     7980.174   8.687289E-6
     7980.441   8.715014E-6
     7980.704   8.742321E-6
     7980.967   8.769572E-6
     7981.229   8.796816E-6
     7981.497   8.824558E-6
      7981.76   8.851785E-6
     7982.023   8.879055E-6
      7982.29   8.906724E-6
     7982.553   8.933926E-6
     7982.816   8.961175E-6
     7983.083   8.988818E-6
     7983.346   9.016047E-6
     7983.609   9.043271E-6
     7983.872   9.070436E-6
     7984.135   9.097645E-6
     7984.407   9.125704E-6
      7984.67   9.152897E-6
     7984.933   9.180080E-6
     7985.196   9.207205E-6
     7985.459   9.234375E-6
     7985.727   9.261989E-6
     7985.989   9.289093E-6
     7986.252   9.316238E-6
     7986.516   9.343376E-6
     7986.779   9.370506E-6
      7987.05   9.398482E-6
     7987.313   9.425599E-6
     7987.577   9.452703E-6
      7987.84   9.479804E-6
     7988.103   9.506894E-6
      7988.37   9.534379E-6
     7988.633   9.561454E-6
     7988.896   9.588523E-6
     7989.164   9.616033E-6
     7989.427   9.643085E-6
     7989.695   9.670583E-6
     7989.958   9.697617E-6
     7990.221   9.724647E-6
     7990.484   9.751669E-6
     7990.748   9.778686E-6
     7991.015   9.806143E-6
     7991.278   9.833141E-6
     7991.542   9.860133E-6
     7991.809   9.887566E-6
     7992.073   9.914594E-6
     7992.336   9.941561E-6
     7992.604   9.968970E-6
     7992.867   9.995922E-6
      7993.13   1.002287E-5
     7993.393   1.004980E-5
     7993.657   1.007678E-5
     7993.929   1.010460E-5
     7994.192   1.013152E-5
     7994.455   1.015842E-5
     7994.719   1.018537E-5
     7994.982   1.021226E-5
      7995.25   1.023959E-5
     7995.513   1.026652E-5
     7995.776   1.029338E-5
      7996.04   1.032024E-5
     7996.303   1.034714E-5
     7996.575   1.037488E-5
     7996.839   1.040177E-5
     7997.102   1.042860E-5
     7997.366   1.045546E-5
     7997.629   1.048228E-5
     7997.897   1.050958E-5
      7998.16   1.053637E-5
     7998.424   1.056321E-5
     7998.691   1.059044E-5
     7998.955   1.061727E-5
     7999.223   1.064453E-5
     7999.486   1.067129E-5
      7999.75   1.069809E-5
     8000.013   1.072480E-5
     8000.277   1.075098E-5
     8000.545   1.077758E-5
     8000.809   1.080374E-5
     8001.072   1.082984E-5
      8001.34   1.085641E-5
     8001.604   1.088254E-5
     8001.872   1.090909E-5
     8002.135   1.093515E-5
     8002.398   1.096124E-5
     8002.662   1.098732E-5
     8002.926   1.101339E-5
     8003.194   1.103989E-5
     8003.462   1.106637E-5
     8003.726   1.109241E-5
     8003.989   1.111844E-5
     8004.252   1.114441E-5
     8004.516   1.117041E-5
     8004.784   1.119684E-5
     8005.048   1.122283E-5
     8005.312   1.124880E-5
     8005.575   1.127476E-5
     8005.839   1.130076E-5
     8006.112   1.132757E-5
     8006.375   1.135350E-5
     8006.639   1.137942E-5
     8006.903   1.140533E-5
     8007.167   1.143122E-5
     8007.435   1.145754E-5
     8007.698   1.148342E-5
     8007.962   1.150933E-5
     8008.226   1.153518E-5
     8008.494   1.156146E-5
     8008.762   1.158772E-5
     8009.026   1.161359E-5
      8009.29   1.163940E-5
     8009.554   1.166520E-5
     8009.817   1.169099E-5
     8010.086   1.171724E-5
      8010.35   1.174301E-5
     8010.614   1.176882E-5
     8010.882   1.179499E-5
     8011.146   1.182073E-5
     8011.414   1.184693E-5
     8011.678   1.187264E-5
     8011.942   1.189839E-5
     8012.206   1.192408E-5
      8012.47   1.194981E-5
     8012.738   1.197591E-5
     8013.002   1.200161E-5
      8013.27   1.202769E-5
     8013.534   1.205338E-5
     8013.798   1.207900E-5
     8014.066   1.210509E-5
     8014.331   1.213074E-5
     8014.594   1.215634E-5
     8014.858   1.218197E-5
     8015.123   1.220759E-5
     8015.386   1.223315E-5
     8015.659   1.225960E-5
     8015.923   1.228519E-5
     8016.187   1.231076E-5
     8016.451   1.233628E-5
     8016.715   1.236184E-5
     8016.984   1.238780E-5
     8017.248   1.241334E-5
     8017.512   1.243886E-5
     8017.776   1.246437E-5
     8018.044   1.249025E-5
     8018.313   1.251616E-5
     8018.577   1.254164E-5
     8018.841   1.256711E-5
     8019.105   1.259256E-5
      8019.37   1.261801E-5
     8019.638   1.264387E-5
     8019.902   1.266929E-5
     8020.167   1.269471E-5
     8020.435   1.272053E-5
     8020.699   1.274593E-5
     8020.968   1.277173E-5
     8021.232   1.279710E-5
     8021.497   1.282251E-5
     8021.761   1.284786E-5
     8022.025   1.287320E-5
     8022.293   1.289895E-5
     8022.558   1.292426E-5
     8022.826   1.294999E-5
     8023.091   1.297533E-5
     8023.355   1.300062E-5
     8023.624   1.302631E-5
     8023.888   1.305157E-5
     8024.152   1.307687E-5
     8024.417   1.310211E-5
     8024.681   1.312734E-5
     8024.945   1.315261E-5
     8025.218   1.317866E-5
     8025.482   1.320386E-5
     8025.747   1.322909E-5
     8026.011   1.325426E-5
     8026.276   1.327948E-5
     8026.544   1.330505E-5
     8026.809   1.333024E-5
     8027.073   1.335537E-5
     8027.338   1.338054E-5
     8027.606   1.340607E-5
     8027.875   1.343164E-5
      8028.14   1.345672E-5
     8028.404   1.348185E-5
     8028.668   1.350692E-5
     8028.933   1.353202E-5
     8029.202   1.355753E-5
     8029.466   1.358256E-5
     8029.731   1.360764E-5
        8030.   1.363311E-5
     8030.264   1.365812E-5
     8030.533   1.368357E-5
     8030.798   1.370860E-5
     8031.063   1.373362E-5
     8031.327   1.375858E-5
     8031.591   1.378357E-5
      8031.86   1.380898E-5
     8032.125   1.383395E-5
     8032.394   1.385933E-5
     8032.659   1.388428E-5
     8032.923   1.390922E-5
     8033.192   1.393452E-5
     8033.457   1.395944E-5
     8033.721   1.398435E-5
     8033.986   1.400925E-5
      8034.25   1.403414E-5
     8034.515   1.405902E-5
     8034.784   1.408430E-5
     8035.053   1.410956E-5
     8035.318   1.413441E-5
     8035.583   1.415924E-5
     8035.847   1.418407E-5
     8036.117   1.420934E-5
     8036.381   1.423414E-5
     8036.646   1.425892E-5
     8036.911   1.428371E-5
      8037.18   1.430889E-5
     8037.449   1.433406E-5
     8037.714   1.435885E-5
     8037.979   1.438359E-5
     8038.243   1.440831E-5
     8038.508   1.443303E-5
     8038.777   1.445819E-5
     8039.042   1.448288E-5
     8039.307   1.450756E-5
     8039.572   1.453228E-5
     8039.841   1.455735E-5
      8040.11   1.458241E-5
     8040.375   1.460710E-5
      8040.64   1.463173E-5
     8040.905   1.465639E-5
     8041.169   1.468100E-5
     8041.439   1.470605E-5
     8041.704   1.473064E-5
     8041.973   1.475567E-5
     8042.238   1.478024E-5
     8042.503   1.480483E-5
     8042.772   1.482978E-5
     8043.037   1.485436E-5
     8043.302   1.487889E-5
     8043.567   1.490344E-5
     8043.832   1.492799E-5
     8044.101   1.495289E-5
     8044.366   1.497741E-5
     8044.636   1.500233E-5
       8044.9   1.502679E-5
     8045.166   1.505128E-5
     8045.431   1.507576E-5
       8045.7   1.510059E-5
     8045.965   1.512505E-5
      8046.23   1.514950E-5
     8046.495   1.517394E-5
     8046.765   1.519877E-5
     8047.034   1.522359E-5
     8047.299   1.524795E-5
     8047.564   1.527234E-5
     8047.829   1.529673E-5
     8048.094   1.532110E-5
     8048.364   1.534587E-5
     8048.629   1.537022E-5
     8048.894   1.539456E-5
     8049.159   1.541889E-5
     8049.429   1.544361E-5
     8049.698   1.546832E-5
     8049.963   1.549262E-5
     8050.229   1.551691E-5
     8050.494   1.554118E-5
     8050.759   1.556545E-5
     8051.028   1.559011E-5
     8051.293   1.561435E-5
     8051.563   1.563903E-5
     8051.829   1.566326E-5
     8052.094   1.568747E-5
     8052.363   1.571207E-5
     8052.628   1.573626E-5
     8052.894   1.576049E-5
     8053.159   1.578466E-5
     8053.424   1.580882E-5
     8053.694   1.583341E-5
     8053.959   1.585755E-5
     8054.229   1.588208E-5
     8054.495   1.590623E-5
      8054.76   1.593034E-5
     8055.029   1.595484E-5
     8055.295   1.597896E-5
      8055.56   1.600303E-5
     8055.826   1.602714E-5
     8056.091   1.605119E-5
     8056.365   1.607608E-5
      8056.63   1.610011E-5
     8056.896   1.612417E-5
     8057.161   1.614818E-5
     8057.427   1.617222E-5
     8057.692   1.619620E-5
     8057.962   1.622062E-5
     8058.227   1.624458E-5
     8058.493   1.626859E-5
     8058.758   1.629257E-5
     8059.028   1.631690E-5
     8059.298   1.634126E-5
     8059.563   1.636522E-5
     8059.829   1.638912E-5
     8060.094   1.641306E-5
      8060.36   1.643698E-5
      8060.63   1.646129E-5
     8060.895   1.648515E-5
     8061.165   1.650944E-5
     8061.431   1.653332E-5
     8061.696   1.655719E-5
     8061.966   1.658145E-5
     8062.232   1.660530E-5
     8062.498   1.662914E-5
     8062.763   1.665292E-5
     8063.028   1.667674E-5
     8063.298   1.670094E-5
     8063.564   1.672473E-5
     8063.834   1.674891E-5
       8064.1   1.677269E-5
     8064.365   1.679645E-5
     8064.631   1.682020E-5
     8064.901   1.684434E-5
     8065.167   1.686807E-5
     8065.433   1.689183E-5
     8065.698   1.691554E-5
     8065.968   1.693964E-5
     8066.238   1.696372E-5
     8066.504   1.698740E-5
      8066.77   1.701107E-5
     8067.035   1.703472E-5
     8067.306   1.705880E-5
     8067.571   1.708244E-5
     8067.837   1.710606E-5
     8068.103   1.712967E-5
     8068.369   1.715332E-5
     8068.639   1.717730E-5
     8068.909   1.720127E-5
     8069.175   1.722488E-5
      8069.44   1.724845E-5
     8069.707   1.727204E-5
     8069.972   1.729558E-5
     8070.242   1.731949E-5
     8070.508   1.734305E-5
     8070.778   1.736695E-5
     8071.044   1.739049E-5
     8071.314   1.741437E-5
     8071.581   1.743788E-5
     8071.846   1.746135E-5
     8072.112   1.748485E-5
     8072.378   1.750830E-5
     8072.644   1.753177E-5
     8072.915   1.755562E-5
      8073.18   1.757903E-5
     8073.446   1.760248E-5
     8073.716   1.762625E-5
     8073.982   1.764967E-5
     8074.253   1.767347E-5
     8074.519   1.769688E-5
     8074.785   1.772022E-5
     8075.051   1.774360E-5
     8075.317   1.776697E-5
     8075.587   1.779071E-5
     8075.857   1.781440E-5
     8076.124   1.783774E-5
      8076.39   1.786106E-5
     8076.656   1.788438E-5
     8076.926   1.790807E-5
     8077.192   1.793136E-5
     8077.458   1.795465E-5
     8077.724   1.797788E-5
      8077.99   1.800113E-5
     8078.261   1.802477E-5
     8078.531   1.804839E-5
     8078.797   1.807162E-5
     8079.063   1.809484E-5
      8079.33   1.811805E-5
     8079.601   1.814167E-5
     8079.867   1.816486E-5
     8080.133   1.818804E-5
     8080.399   1.821120E-5
     8080.669   1.823474E-5
     8080.936   1.825789E-5
     8081.206   1.828140E-5
     8081.472   1.830453E-5
     8081.739   1.832769E-5
     8082.005   1.835079E-5
     8082.271   1.837388E-5
     8082.542   1.839734E-5
     8082.808   1.842045E-5
     8083.074   1.844351E-5
     8083.345   1.846695E-5
     8083.611   1.848999E-5
     8083.882   1.851343E-5
     8084.148   1.853645E-5
     8084.415   1.855950E-5
     8084.681   1.858250E-5
     8084.947   1.860548E-5
     8085.218   1.862888E-5
     8085.488   1.865222E-5
     8085.755   1.867521E-5
     8086.021   1.869816E-5
     8086.288   1.872113E-5
     8086.558   1.874443E-5
     8086.825   1.876738E-5
     8087.091   1.879028E-5
     8087.357   1.881321E-5
     8087.624   1.883609E-5
     8087.895   1.885938E-5
     8088.166   1.888266E-5
     8088.432   1.890551E-5
     8088.698   1.892838E-5
     8088.965   1.895125E-5
     8089.231   1.897406E-5
     8089.502   1.899728E-5
     8089.769   1.902012E-5
     8090.035   1.904294E-5
     8090.306   1.906613E-5
     8090.577   1.908927E-5
     8090.843   1.911207E-5
      8091.11   1.913485E-5
     8091.376   1.915762E-5
     8091.643   1.918039E-5
      8091.91   1.920314E-5
     8092.181   1.922625E-5
     8092.447   1.924894E-5
     8092.713   1.927166E-5
     8092.984   1.929474E-5
     8093.251   1.931745E-5
     8093.522   1.934050E-5
     8093.789   1.936318E-5
     8094.055   1.938584E-5
     8094.322   1.940850E-5
     8094.588   1.943115E-5
      8094.86   1.945419E-5
     8095.131   1.947719E-5
     8095.397   1.949980E-5
     8095.664   1.952241E-5
     8095.931   1.954499E-5
     8096.202   1.956795E-5
     8096.469   1.959056E-5
     8096.735   1.961312E-5
     8097.002   1.963567E-5
     8097.269   1.965820E-5
      8097.54   1.968111E-5
     8097.811   1.970403E-5
     8098.078   1.972654E-5
     8098.344   1.974903E-5
     8098.611   1.977156E-5
     8098.882   1.979440E-5
     8099.149   1.981687E-5
     8099.416   1.983936E-5
     8099.683   1.986180E-5
     8099.954   1.988465E-5
     8100.221   1.990707E-5
     8100.492   1.992989E-5
     8100.759   1.995229E-5
     8101.026   1.997472E-5
     8101.292   1.999710E-5
     8101.564   2.001988E-5
     8101.831   2.004224E-5
     8102.098   2.006464E-5
     8102.364   2.008697E-5
     8102.636   2.010971E-5
     8102.903   2.013206E-5
     8103.174   2.015474E-5
     8103.441   2.017707E-5
     8103.708   2.019940E-5
     8103.975   2.022167E-5
     8104.242   2.024398E-5
     8104.513   2.026663E-5
     8104.785   2.028929E-5
     8105.051   2.031152E-5
     8105.318   2.033378E-5
     8105.585   2.035603E-5
     8105.857   2.037864E-5
     8106.124   2.040086E-5
     8106.391   2.042309E-5
     8106.658   2.044526E-5
     8106.925   2.046745E-5
     8107.196   2.049000E-5
     8107.468   2.051255E-5
     8107.735   2.053471E-5
     8108.002   2.055687E-5
     8108.269   2.057901E-5
     8108.541   2.060150E-5
     8108.808   2.062363E-5
     8109.075   2.064574E-5
     8109.342   2.066784E-5
     8109.614   2.069034E-5
     8109.885   2.071279E-5
     8110.152   2.073485E-5
     8110.419   2.075692E-5
     8110.687   2.077897E-5
     8110.954   2.080101E-5
     8111.225   2.082340E-5
     8111.493   2.084546E-5
      8111.76   2.086747E-5
     8112.027   2.088947E-5
     8112.298   2.091182E-5
     8112.566   2.093384E-5
     8112.837   2.095617E-5
     8113.104   2.097812E-5
     8113.372   2.100010E-5
     8113.639   2.102204E-5
     8113.906   2.104396E-5
     8114.178   2.106627E-5
      8114.45   2.108854E-5
     8114.717   2.111047E-5
     8114.984   2.113235E-5
     8115.252   2.115426E-5
     8115.523   2.117648E-5
     8115.791   2.119837E-5
     8116.058   2.122021E-5
     8116.326   2.124208E-5
     8116.593   2.126389E-5
     8116.865   2.128610E-5
     8117.136   2.130826E-5
     8117.404   2.133008E-5
     8117.671   2.135190E-5
     8117.938   2.137366E-5
      8118.21   2.139581E-5
     8118.478   2.141760E-5
     8118.745   2.143933E-5
     8119.013   2.146109E-5
     8119.285   2.148320E-5
     8119.552   2.150494E-5
     8119.824   2.152699E-5
     8120.091   2.154871E-5
     8120.359   2.157042E-5
     8120.626   2.159212E-5
     8120.898   2.161416E-5
     8121.166   2.163585E-5
     8121.433   2.165748E-5
     8121.701   2.167913E-5
     8121.973   2.170114E-5
      8122.24   2.172277E-5
     8122.512   2.174475E-5
      8122.78   2.176637E-5
     8123.047   2.178798E-5
     8123.315   2.180957E-5
     8123.583   2.183116E-5
     8123.854   2.185308E-5
     8124.126   2.187500E-5
     8124.395   2.189659E-5
     8124.662   2.191813E-5
     8124.934   2.194002E-5
     8125.202   2.196153E-5
     8125.469   2.198305E-5
     8125.737   2.200455E-5
     8126.004   2.202603E-5
     8126.272   2.204755E-5
     8126.544   2.206937E-5
     8126.816   2.209118E-5
     8127.084   2.211263E-5
     8127.352   2.213410E-5
      8127.62   2.215553E-5
     8127.892   2.217729E-5
      8128.16   2.219874E-5
     8128.427   2.222013E-5
     8128.695   2.224151E-5
     8128.967   2.226328E-5
     8129.239   2.228499E-5
     8129.507   2.230638E-5
     8129.775   2.232772E-5
     8130.043   2.234909E-5
     8130.311   2.237041E-5
     8130.583   2.239211E-5
     8130.851   2.241341E-5
     8131.119   2.243474E-5
     8131.386   2.245602E-5
     8131.659   2.247767E-5
     8131.931   2.249933E-5
     8132.199   2.252057E-5
     8132.467   2.254185E-5
     8132.734   2.256307E-5
     8133.002   2.258433E-5
     8133.275   2.260592E-5
     8133.542   2.262712E-5
     8133.815   2.264869E-5
     8134.083   2.266990E-5
     8134.351   2.269110E-5
     8134.619   2.271225E-5
     8134.891   2.273378E-5
     8135.159   2.275495E-5
     8135.427   2.277611E-5
     8135.695   2.279726E-5
     8135.963   2.281840E-5
     8136.236   2.283987E-5
     8136.503   2.286096E-5
     8136.776   2.288241E-5
     8137.044   2.290350E-5
     8137.312   2.292459E-5
     8137.584   2.294601E-5
     8137.853   2.296707E-5
     8138.121   2.298812E-5
     8138.389   2.300917E-5
     8138.661   2.303055E-5
     8138.934   2.305195E-5
     8139.202   2.307296E-5
      8139.47   2.309397E-5
     8139.738   2.311496E-5
     8140.006   2.313594E-5
     8140.279   2.315726E-5
     8140.547   2.317822E-5
     8140.815   2.319921E-5
     8141.083   2.322015E-5
     8141.352   2.324108E-5
     8141.628   2.326268E-5
     8141.897   2.328363E-5
     8142.165   2.330452E-5
     8142.433   2.332542E-5
     8142.701   2.334630E-5
      8142.97   2.336720E-5
     8143.242   2.338840E-5
     8143.511   2.340928E-5
     8143.783   2.343046E-5
     8144.051   2.345128E-5
     8144.324   2.347247E-5
     8144.592   2.349328E-5
     8144.861   2.351411E-5
     8145.129   2.353489E-5
     8145.397   2.355571E-5
     8145.666   2.357647E-5
     8145.938   2.359759E-5
     8146.207   2.361834E-5
     8146.479   2.363944E-5
     8146.748   2.366020E-5
     8147.016   2.368091E-5
     8147.289   2.370199E-5
     8147.558   2.372272E-5
     8147.826   2.374339E-5
     8148.094   2.376409E-5
     8148.363   2.378479E-5
      8148.64   2.380615E-5
     8148.908   2.382679E-5
     8149.177   2.384745E-5
     8149.445   2.386810E-5
     8149.714   2.388874E-5
     8149.986   2.390967E-5
     8150.255   2.393030E-5
     8150.523   2.395091E-5
     8150.792   2.397151E-5
     8151.061   2.399210E-5
     8151.338   2.401335E-5
     8151.606   2.403392E-5
     8151.875   2.405448E-5
     8152.144   2.407503E-5
     8152.412   2.409557E-5
     8152.685   2.411643E-5
     8152.954   2.413695E-5
     8153.222   2.415746E-5
     8153.495   2.417829E-5
     8153.764   2.419878E-5
     8154.032   2.421925E-5
     8154.305   2.424005E-5
     8154.574   2.426050E-5
     8154.842   2.428095E-5
     8155.111   2.430142E-5
     8155.384   2.432217E-5
     8155.653   2.434259E-5
     8155.921   2.436299E-5
     8156.195   2.438375E-5
     8156.463   2.440413E-5
     8156.732   2.442450E-5
     8157.005   2.444519E-5
     8157.274   2.446558E-5
     8157.542   2.448592E-5
     8157.811   2.450625E-5
     8158.084   2.452693E-5
     8158.357   2.454758E-5
     8158.626   2.456791E-5
     8158.895   2.458820E-5
