WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t nicmos,2,f190n
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.995194E-19
PIVWV    r 19003.38
BANDW    r 62.56868
TPEAK    r 0.2514151
EQUVW    r 46.25806
RECTW    r 183.9908
EMFLX    r 9.200486E-17
     19109.82     0.0631246
     19110.01    0.06260024
     19110.22    0.06184356
     19110.39    0.06124099
     19110.58    0.06056833
     19110.77    0.05988862
     19110.96    0.05920893
     19111.14    0.05853621
     19111.33    0.05785645
     19111.52    0.05717666
     19111.71    0.05649685
      19111.9    0.05582403
     19112.09    0.05523546
     19112.28    0.05474806
     19112.45    0.05431593
     19112.63    0.05383354
     19112.82    0.05334611
     19113.01    0.05285866
      19113.2    0.05237621
     19113.39    0.05188872
     19113.58    0.05140122
     19113.77    0.05091872
     19113.96     0.0504312
     19114.15    0.05000702
     19114.34    0.04960143
      19114.5     0.0492418
     19114.69    0.04884038
     19114.88    0.04843475
     19115.07    0.04802908
     19115.26     0.0476276
     19115.45    0.04722192
     19115.64    0.04681623
     19115.83    0.04641053
     19116.01     0.0460135
      19116.2    0.04567008
     19116.39    0.04532668
     19116.56    0.04502217
     19116.75    0.04468229
     19116.94    0.04433883
     19117.13    0.04399537
     19117.32    0.04365188
      19117.5    0.04331194
     19117.69    0.04296846
     19117.88    0.04262493
     19118.07    0.04230023
     19118.26    0.04199784
     19118.45    0.04169545
     19118.62    0.04142733
     19118.81    0.04112491
     19118.99    0.04082559
     19119.18    0.04052315
     19119.37    0.04022072
     19119.56    0.03992137
     19119.75    0.03961889
     19119.94    0.03931641
     19120.13    0.03907018
     19120.32    0.03885264
     19120.51    0.03863281
     19120.67    0.03843791
     19120.88    0.03819314
     19121.05    0.03799823
     19121.26    0.03775571
     19121.45    0.03753584
     19121.64    0.03731597
     19121.81    0.03712103
       19122.    0.03690341
     19122.19    0.03654835
     19122.37    0.03619044
     19122.56    0.03583249
     19122.75    0.03547822
     19122.94    0.03512027
     19123.13    0.03476229
     19123.32     0.0344043
     19123.51    0.03404999
      19123.7    0.03369199
     19123.87    0.03337457
     19124.05    0.03303561
     19124.24    0.03274368
     19124.43    0.03245476
     19124.62    0.03216283
     19124.81    0.03187086
       19125.     0.0315789
     19125.19    0.03128993
     19125.38    0.03099795
     19125.57    0.03070595
     19125.76    0.03041394
     19125.92    0.03015505
     19126.11    0.02986346
      19126.3    0.02956705
     19126.49    0.02927064
     19126.68     0.0289742
     19126.87    0.02867777
     19127.06    0.02838437
     19127.25    0.02808792
     19127.44    0.02779144
     19127.62    0.02749497
     19127.81    0.02720153
     19127.98    0.02693866
     19128.17    0.02675468
     19128.36    0.02658365
     19128.55    0.02641259
     19128.74    0.02624154
     19128.93    0.02607223
     19129.12    0.02590117
      19129.3     0.0257301
     19129.49    0.02555901
     19129.68    0.02538969
     19129.87    0.02521861
     19130.04    0.02504079
     19130.23    0.02474301
     19130.42    0.02444521
     19130.61     0.0241474
     19130.79    0.02385266
     19130.98    0.02355483
     19131.17      0.023257
     19131.36    0.02295915
     19131.55     0.0226613
     19131.74    0.02236651
     19131.93    0.02206863
     19132.12    0.02186484
     19132.31    0.02171656
      19132.5    0.02156829
     19132.69    0.02142153
     19132.87    0.02127324
     19133.06    0.02112495
     19133.23    0.02099347
     19133.42    0.02084518
     19133.61    0.02069686
      19133.8    0.02055009
     19133.99    0.02040177
     19134.18    0.02021486
     19134.37     0.0200254
     19134.56    0.01983592
     19134.74     0.0196484
     19134.93    0.01945893
     19135.12    0.01926944
     19135.29    0.01910144
     19135.48    0.01891194
     19135.67    0.01872243
     19135.86    0.01853291
     19136.05    0.01837269
     19136.24    0.01829364
     19136.43     0.0182146
     19136.62    0.01813554
      19136.8    0.01805649
     19136.99    0.01797743
     19137.18    0.01789918
     19137.35    0.01782908
     19137.54    0.01775002
     19137.73    0.01767095
     19137.92    0.01759188
     19138.11    0.01749057
      19138.3    0.01737226
     19138.48    0.01725518
     19138.67    0.01713687
     19138.86    0.01701856
     19139.05    0.01690024
     19139.24    0.01678192
     19139.43     0.0166636
      19139.6    0.01655868
     19139.79    0.01644157
     19139.98    0.01632324
     19140.17    0.01612449
     19140.36     0.0159144
     19140.54    0.01570429
     19140.73    0.01549418
     19140.92    0.01528623
     19141.11     0.0150761
      19141.3    0.01486597
     19141.49    0.01465583
     19141.66    0.01446951
     19141.85    0.01425936
     19142.04    0.01407356
     19142.23    0.01398777
     19142.44    0.01389314
      19142.6    0.01381708
     19142.79    0.01373129
     19142.98    0.01364549
     19143.17     0.0135597
     19143.36    0.01347389
     19143.55    0.01338809
     19143.74    0.01330316
     19143.93    0.01321736
     19144.12    0.01316262
     19144.31    0.01312706
      19144.5    0.01309149
     19144.66    0.01305995
     19144.85    0.01302439
     19145.04    0.01298882
     19145.23    0.01295324
     19145.42    0.01291804
     19145.61    0.01288246
      19145.8    0.01284689
     19145.99    0.01281131
     19146.18    0.01271618
     19146.37    0.01261713
     19146.56    0.01251806
     19146.72    0.01243023
     19146.91    0.01233116
      19147.1     0.0122331
     19147.29    0.01213403
     19147.48    0.01203495
     19147.67    0.01193587
     19147.86    0.01183678
     19148.05    0.01172579
     19148.24    0.01158052
     19148.43    0.01143524
     19148.62    0.01129147
     19148.79    0.01116116
     19148.97    0.01101737
     19149.16    0.01087207
     19149.35    0.01072677
     19149.54    0.01058147
     19149.73    0.01043616
     19149.92    0.01029085
     19150.11    0.01018749
      19150.3    0.01011485
     19150.49    0.01004222
     19150.68    0.00997032
     19150.85   0.009905166
     19151.03   0.009833266
     19151.22   0.009760615
     19151.41   0.009687964
      19151.6   0.009615311
     19151.79    0.00954265
     19151.98   0.009469995
     19152.17   0.009414229
     19152.36   0.009360414
     19152.55   0.009306593
     19152.74   0.009252771
     19152.93   0.009199504
     19153.12    0.00914568
      19153.3   0.009091847
     19153.49   0.009038023
     19153.68   0.008984188
     19153.87   0.008930355
     19154.04   0.008886203
     19154.23   0.008848888
     19154.42   0.008811575
     19154.61   0.008774256
      19154.8   0.008736938
     19154.99    0.00869962
     19155.18   0.008662305
     19155.37   0.008625362
     19155.55    0.00858804
     19155.74   0.008550716
     19155.93   0.008513394
      19156.1   0.008422684
     19156.29   0.008277887
     19156.48   0.008133076
     19156.67   0.007988269
     19156.86   0.007843452
     19157.05   0.007698632
     19157.24   0.007553804
     19157.43   0.007408973
     19157.62    0.00726414
     19157.81   0.007119294
       19158.   0.006974448
     19158.19    0.00691078
     19158.35   0.006855848
     19158.54   0.006793881
     19158.73   0.006731916
     19158.92   0.006670587
     19159.11   0.006608617
      19159.3   0.006546641
     19159.49   0.006484671
     19159.68   0.006422691
     19159.87   0.006360713
     19160.06   0.006312198
     19160.25    0.00629526
     19160.41    0.00628024
      19160.6   0.006263298
     19160.79   0.006246358
     19160.98   0.006229411
     19161.17   0.006212472
     19161.36   0.006195527
     19161.55   0.006178581
     19161.74   0.006161636
     19161.93   0.006144694
     19162.12   0.006141599
     19162.31    0.00614669
     19162.48   0.006151199
     19162.67   0.006156289
     19162.86   0.006161377
     19163.04   0.006166464
     19163.23   0.006171554
     19163.42   0.006176644
     19163.61   0.006181733
      19163.8   0.006186816
     19163.99   0.006191857
     19164.18   0.006151103
     19164.37   0.006107855
     19164.56   0.006064605
     19164.75   0.006021354
     19164.94   0.005978104
     19165.13   0.005934852
     19165.32   0.005891594
     19165.51    0.00584834
     19165.67   0.005809984
     19165.86   0.005766726
     19166.05   0.005719251
     19166.24   0.005660857
     19166.43   0.005602457
     19166.62   0.005544054
     19166.81   0.005485652
       19167.   0.005427245
     19167.19   0.005368841
     19167.38    0.00531043
     19167.57   0.005252021
     19167.74    0.00520023
     19167.93   0.005141815
     19168.12   0.005107454
      19168.3   0.005088589
     19168.49   0.005069722
     19168.68   0.005050854
     19168.87   0.005031985
     19169.06   0.005013117
     19169.25   0.004994247
     19169.44   0.004975376
     19169.63   0.004956506
      19169.8   0.004939774
     19169.99     0.0049209
     19170.18   0.004927924
     19170.37   0.004936652
     19170.56   0.004945382
     19170.75   0.004954113
     19170.94   0.004962843
     19171.13   0.004971572
     19171.31   0.004980306
      19171.5   0.004989037
     19171.69   0.004997769
     19171.86   0.005005511
     19172.05   0.005004782
     19172.24   0.004978233
     19172.43   0.004951684
     19172.62   0.004925132
     19172.81    0.00489858
       19173.   0.004872027
     19173.19   0.004845473
     19173.38   0.004818919
     19173.57   0.004792362
     19173.76   0.004765805
     19173.93   0.004741985
     19174.12   0.004695751
      19174.3   0.004636839
     19174.49   0.004577926
     19174.71   0.004512331
     19174.89   0.004453415
     19175.06   0.004401175
     19175.25   0.004342253
     19175.44   0.004283332
     19175.63   0.004224408
     19175.82   0.004165481
     19176.01    0.00410625
      19176.2   0.004041494
     19176.39   0.003976734
     19176.58   0.003911973
     19176.77   0.003847208
     19176.96   0.003782442
     19177.13   0.003725021
     19177.31   0.003660249
      19177.5   0.003595476
     19177.69   0.003530701
     19177.88   0.003465925
     19178.07   0.003423341
     19178.26   0.003416752
     19178.45   0.003410158
     19178.64    0.00340357
     19178.83   0.003396977
     19179.02   0.003390317
     19179.19   0.003384474
     19179.38   0.003377882
     19179.57    0.00337129
     19179.76   0.003364696
     19179.95   0.003358105
     19180.14   0.003368056
     19180.33   0.003384389
     19180.52   0.003400724
     19180.71    0.00341706
     19180.89   0.003433396
     19181.08   0.003449732
     19181.25   0.003464217
     19181.44   0.003480554
     19181.63   0.003497061
     19181.82   0.003513399
     19182.01   0.003525726
      19182.2    0.00347719
     19182.39   0.003428655
     19182.58   0.003380116
     19182.77   0.003331577
     19182.96   0.003283036
     19183.15   0.003234492
     19183.32   0.003191452
     19183.51   0.003142905
      19183.7   0.003094357
     19183.88   0.003045808
     19184.07   0.003006968
     19184.26   0.002983202
     19184.46   0.002959192
     19184.64   0.002935424
     19184.83   0.002911658
     19185.02   0.002887888
     19185.21   0.002864119
      19185.4    0.00284035
     19185.59   0.002816578
     19185.78   0.002792808
     19185.97   0.002769034
     19186.16   0.002744578
     19186.35   0.002719995
     19186.52   0.002698198
     19186.71   0.002673361
      19186.9   0.002648775
     19187.09   0.002624189
     19187.28   0.002599602
     19187.47   0.002575015
     19187.66   0.002550425
     19187.85   0.002525836
     19188.04   0.002504333
     19188.22    0.00249638
     19188.41   0.002488427
     19188.58   0.002481293
     19188.77   0.002473338
     19188.96   0.002465383
     19189.15    0.00245743
     19189.34   0.002449474
     19189.53   0.002441519
     19189.72   0.002433564
     19189.91   0.002425607
      19190.1   0.002375737
     19190.29   0.002288057
     19190.48   0.002200376
     19190.65   0.002121731
     19190.84   0.002034044
     19191.03   0.001946353
     19191.22    0.00185866
     19191.41   0.001770964
      19191.6   0.001683265
     19191.79   0.001595563
     19191.97   0.001507858
     19192.17   0.001518696
     19192.36   0.001544477
     19192.54   0.001570261
     19192.71   0.001593121
      19192.9   0.001618906
     19193.09   0.001644692
     19193.28   0.001670479
     19193.47   0.001696266
     19193.66    0.00172232
     19193.85   0.001748109
     19194.04   0.001749526
     19194.23    0.00166274
     19194.42    0.00157595
     19194.61   0.001489158
      19194.8   0.001402362
     19194.97   0.001324512
     19195.16    0.00123771
     19195.35   0.001150907
     19195.54     0.0010641
     19195.73   9.772901E-4
     19195.92   8.904771E-4
     19196.11   8.615277E-4
     19196.29   8.786575E-4
     19196.48   8.957877E-4
     19196.68   9.130957E-4
     19196.87   9.302266E-4
     19197.05   9.473588E-4
     19197.24   9.644913E-4
     19197.43   9.816241E-4
     19197.62   9.987580E-4
     19197.81   0.001015892
     19197.98   0.001031261
     19198.17   0.001175757
     19198.36   0.001333284
     19198.55   0.001490816
     19198.74   0.001648354
     19198.93   0.001805897
     19199.12   0.001965069
     19199.31   0.002122623
      19199.5   0.002280182
     19199.69   0.002437746
     19199.88   0.002595316
     19200.05   0.002701948
     19200.24   0.002726095
     19200.43   0.002749995
     19200.62   0.002773897
     19200.81   0.002797798
       19201.     0.0028217
     19201.19   0.002845601
     19201.38   0.002869504
     19201.57   0.002893653
     19201.76   0.002917555
     19201.95   0.002941458
     19202.11   0.002878435
      19202.3   0.002761497
     19202.49   0.002643352
     19202.68   0.002526411
     19202.87   0.002409469
     19203.06   0.002292526
     19203.25   0.002175583
     19203.44   0.002058638
     19203.63   0.001941692
     19203.82   0.001823539
     19204.01   0.001715348
     19204.18   0.001737181
     19204.37   0.001761806
     19204.56   0.001786432
     19204.75   0.001811312
     19204.94    0.00183594
     19205.13   0.001860566
     19205.32   0.001885192
     19205.51   0.001909819
      19205.7   0.001934447
     19205.89   0.001959329
     19206.08   0.001943786
     19206.25   0.001879256
     19206.44   0.001806471
     19206.63   0.001732934
     19206.82   0.001660147
     19207.03   0.001579106
     19207.22   0.001506318
     19207.38   0.001441784
     19207.57   0.001368994
     19207.77   0.001295454
     19207.96   0.001222663
     19208.14   0.001214551
     19208.33   0.001226542
     19208.52   0.001238533
     19208.71   0.001250524
      19208.9   0.001262638
     19209.09    0.00127463
     19209.28   0.001286622
     19209.45   0.001297253
     19209.64   0.001309369
     19209.83    0.00132136
     19210.02   0.001330905
     19210.21    0.00132131
      19210.4   0.001311716
     19210.59   0.001302023
     19210.78   0.001292429
     19210.97   0.001282834
     19211.16   0.001273239
     19211.35   0.001263645
     19211.52   0.001255039
     19211.71   0.001245445
      19211.9    0.00123585
     19212.09   0.001233913
     19212.28   0.001240897
     19212.47   0.001247809
     19212.66   0.001254722
     19212.85   0.001261634
     19213.04   0.001268546
     19213.23    0.00127553
     19213.42   0.001282444
     19213.61   0.001289356
     19213.78   0.001295485
     19213.97   0.001302469
     19214.16   0.001171082
     19214.35   0.001010304
     19214.54   8.495243E-4
     19214.72   6.887437E-4
     19214.92   5.263039E-4
     19215.11   3.655201E-4
     19215.29   2.047351E-4
     19215.48   4.394842E-5
     19215.68            0.
     19215.84            0.
     19216.03            0.
     19216.22            0.
     19216.41            0.
      19216.6            0.
     19216.79            0.
     19216.98            0.
     19217.17   7.207184E-5
     19217.36   1.472430E-4
     19217.55   2.224147E-4
     19217.74   2.975873E-4
     19217.93   3.727605E-4
     19218.12   4.607701E-4
     19218.31   5.545146E-4
      19218.5   6.482601E-4
     19218.69   7.420062E-4
     19218.86   8.260889E-4
     19219.05   9.198364E-4
     19219.24   0.001013585
     19219.43   0.001108301
     19219.62   0.001202052
     19219.81   0.001295803
       19220.   0.001389555
     19220.19   0.001375441
     19220.38   0.001361471
     19220.57     0.0013475
     19220.76   0.001333529
     19220.95   0.001319558
     19221.12   0.001307028
     19221.31   0.001293056
      19221.5   0.001279086
     19221.69   0.001264971
     19221.88   0.001250999
     19222.07   0.001240823
     19222.26   0.001237371
     19222.45   0.001233883
     19222.64    0.00123043
     19222.83   0.001226977
     19223.02   0.001223525
     19223.19   0.001220428
     19223.38   0.001216976
     19223.57   0.001213523
     19223.76   0.001210035
     19223.95   0.001206582
     19224.14   0.001200206
     19224.33   0.001192702
     19224.52   0.001185121
     19224.71   0.001177617
      19224.9   0.001170113
     19225.09   0.001162531
     19225.26   0.001155878
     19225.45   0.001148374
     19225.64   0.001140792
     19225.83   0.001133288
     19226.02   0.001120504
     19226.21   0.001048986
      19226.4   9.767286E-4
     19226.59   9.052084E-4
     19226.78   8.336878E-4
     19226.96   7.621665E-4
     19227.16   6.899069E-4
     19227.32   6.264952E-4
     19227.51   5.549720E-4
     19227.71   4.827107E-4
     19227.89   4.111862E-4
     19228.08   3.955313E-4
     19228.28   4.506013E-4
     19228.46   5.051100E-4
     19228.65   5.596189E-4
     19228.84   6.141287E-4
     19229.04   6.692007E-4
     19229.22   7.237113E-4
     19229.41   7.782224E-4
     19229.61   8.332957E-4
     19229.79   8.878082E-4
     19229.98   9.423206E-4
     19230.17   9.224419E-4
     19230.37   8.956023E-4
     19230.53   8.720494E-4
     19230.72   8.452095E-4
     19230.91   8.186436E-4
      19231.1   7.920768E-4
     19231.29   7.655100E-4
     19231.48   7.386690E-4
     19231.67   7.121019E-4
     19231.86   6.855345E-4
     19232.05   6.746057E-4
     19232.24   7.031655E-4
     19232.43   7.317258E-4
      19232.6   7.573415E-4
     19232.79   7.859023E-4
     19232.98   8.144632E-4
     19233.17   8.433184E-4
     19233.36   8.718800E-4
     19233.55   9.004415E-4
     19233.74   9.292979E-4
     19233.93   9.578599E-4
     19234.12   9.528829E-4
     19234.31   9.295672E-4
      19234.5   9.064892E-4
     19234.67   8.860279E-4
     19234.86   8.627117E-4
     19235.05   8.396331E-4
     19235.24   8.165542E-4
     19235.43   7.932374E-4
     19235.62   7.701581E-4
     19235.81   7.470784E-4
       19236.   7.245325E-4
     19236.19   7.388832E-4
     19236.38   7.532334E-4
     19236.57   7.677320E-4
     19236.74   7.804553E-4
     19236.93   7.948062E-4
     19237.12   8.093051E-4
     19237.31   8.236562E-4
      19237.5   8.380073E-4
     19237.69   8.525067E-4
     19237.88   8.668581E-4
     19238.07   8.703720E-4
     19238.26   8.561651E-4
     19238.45   8.421036E-4
     19238.64   8.280417E-4
     19238.81   8.154297E-4
       19239.   8.013675E-4
     19239.21   7.857106E-4
      19239.4   7.715034E-4
     19239.59   7.574409E-4
     19239.78   7.433784E-4
     19239.95   7.307653E-4
     19240.14   7.377046E-4
     19240.33   7.516918E-4
     19240.52   7.655361E-4
     19240.71   7.793806E-4
      19240.9   7.933677E-4
     19241.09   8.072128E-4
     19241.28   8.210576E-4
     19241.47   8.350453E-4
     19241.66   8.488904E-4
     19241.85   8.627358E-4
     19242.02   8.704563E-4
     19242.21   8.463303E-4
      19242.4   8.219551E-4
     19242.59   7.978284E-4
     19242.78   7.737014E-4
     19242.97   7.493258E-4
     19243.16   7.251985E-4
     19243.35   7.010712E-4
     19243.54   6.766947E-4
     19243.73   6.525666E-4
     19243.93   6.281900E-4
     19244.09   5.993493E-4
     19244.28   5.601693E-4
     19244.47   5.205848E-4
     19244.66   4.814038E-4
     19244.86   4.418186E-4
     19245.04   4.026370E-4
     19245.23   3.634549E-4
     19245.43   3.238686E-4
     19245.62   2.846859E-4
      19245.8   2.455028E-4
       19246.   2.059154E-4
     19246.16   2.090645E-4
     19246.36   2.136810E-4
     19246.54   2.182506E-4
     19246.73   2.228202E-4
     19246.93   2.274369E-4
     19247.12   2.320066E-4
     19247.31   2.366234E-4
      19247.5   2.411931E-4
     19247.69   2.457629E-4
     19247.88   2.503799E-4
     19248.07   2.600146E-4
     19248.24   2.770733E-4
     19248.43   2.960931E-4
     19248.62   3.151128E-4
     19248.81   3.343290E-4
       19249.   3.533491E-4
     19249.19   3.725656E-4
     19249.38   3.915862E-4
     19249.57   4.106069E-4
     19249.76   4.298238E-4
     19249.95   4.488451E-4
     19250.14   4.438050E-4
     19250.33   4.296858E-4
     19250.52   4.155665E-4
     19250.71   4.013014E-4
      19250.9   3.871818E-4
     19251.09   3.729165E-4
     19251.28   3.587964E-4
     19251.45   3.462778E-4
     19251.64   3.320121E-4
     19251.83   3.178917E-4
     19252.02   3.021005E-4
     19252.21   2.731844E-4
      19252.4   2.439698E-4
     19252.59   2.150532E-4
     19252.78   1.861361E-4
     19252.97   1.569208E-4
     19253.16   1.280032E-4
     19253.35   9.878725E-5
     19253.52   7.314852E-5
     19253.71   4.393201E-5
      19253.9   1.501335E-5
     19254.09   2.551099E-5
     19254.28   8.026866E-5
     19254.47   1.344682E-4
     19254.66   1.892270E-4
     19254.85   2.434275E-4
     19255.04   2.976285E-4
     19255.23   3.523891E-4
     19255.42   4.065913E-4
     19255.59   4.552061E-4
     19255.78   5.094091E-4
     19255.97   5.641716E-4
     19256.16   5.747550E-4
     19256.35   5.780135E-4
     19256.54   5.812390E-4
     19256.73   5.844645E-4
     19256.92   5.877234E-4
     19257.11   5.909487E-4
      19257.3   5.942078E-4
     19257.49   5.974335E-4
     19257.66   6.003263E-4
     19257.85   6.035521E-4
     19258.04   5.977936E-4
     19258.23   5.629885E-4
     19258.42   5.281828E-4
     19258.62   4.930182E-4
      19258.8   4.582121E-4
       19259.   4.230465E-4
     19259.19   3.882396E-4
     19259.38   3.530737E-4
     19259.57   3.182660E-4
     19259.74   2.870466E-4
     19259.93   2.522384E-4
     19260.12   2.474070E-4
     19260.31   2.616422E-4
      19260.5   2.760242E-4
     19260.69   2.902596E-4
     19260.88   3.044950E-4
     19261.07   3.188774E-4
     19261.26   3.331133E-4
     19261.45   3.474960E-4
     19261.64   3.617319E-4
     19261.83   3.761149E-4
     19262.02   3.872837E-4
     19262.21   3.716061E-4
      19262.4   3.560881E-4
     19262.59   3.405702E-4
     19262.78   3.248919E-4
     19262.95   3.109734E-4
     19263.14   2.954549E-4
     19263.33   2.799362E-4
     19263.52   2.642575E-4
     19263.71   2.487386E-4
      19263.9   2.330593E-4
     19264.09   1.893839E-4
     19264.28   1.149955E-4
     19264.47   4.136531E-5
     19264.66            0.
     19264.85            0.
     19265.02            0.
     19265.21            0.
      19265.4            0.
     19265.59            0.
     19265.79            0.
     19265.97            0.
     19266.17            0.
     19266.36            0.
     19266.55            0.
     19266.74            0.
     19266.93            0.
      19267.1            0.
     19267.29            0.
     19267.48            0.
     19267.67            0.
     19267.86            0.
     19268.05            0.
     19268.24            0.
     19268.43            0.
     19268.62            0.
     19268.81            0.
       19269.            0.
     19269.17            0.
     19269.36            0.
     19269.55   8.851760E-6
     19269.74   1.429688E-4
     19269.93   2.784698E-4
     19270.12   3.663248E-4
     19270.31   4.286996E-4
      19270.5   4.904386E-4
     19270.69   5.528149E-4
     19270.88   6.145549E-4
     19271.07   6.769325E-4
     19271.26   7.386740E-4
     19271.43   7.940505E-4
     19271.64   8.627948E-4
     19271.84   9.251750E-4
     19272.03   9.711567E-4
     19272.22   9.147130E-4
     19272.38   8.651806E-4
     19272.58   8.087359E-4
     19272.77   7.528669E-4
     19272.96   6.964211E-4
     19273.15   6.405513E-4
     19273.34   5.841041E-4
     19273.53   5.282329E-4
     19273.72   4.717852E-4
     19273.91   4.159127E-4
      19274.1   4.355710E-4
     19274.29   5.244515E-4
     19274.46   6.041699E-4
     19274.65   6.939688E-4
     19274.84   7.828516E-4
     19275.03   8.726519E-4
     19275.22   9.615366E-4
     19275.41   0.001051339
      19275.6   0.001140226
     19275.79    0.00123003
     19275.98   0.001318918
     19276.17   0.001252994
     19276.36   0.001172154
     19276.55    0.00109048
     19276.72   0.001017973
     19276.91   9.371310E-4
     19277.11   8.554547E-4
     19277.29   7.746110E-4
     19277.49   6.929330E-4
     19277.68   6.120882E-4
     19277.87   5.304086E-4
     19278.06   4.604696E-4
     19278.25   4.156500E-4
     19278.44   3.712871E-4
     19278.63   3.264663E-4
      19278.8   2.866761E-4
     19278.99   2.423119E-4
     19279.18   1.974900E-4
     19279.37   1.531249E-4
     19279.56   1.083021E-4
     19279.75   6.393615E-5
     19279.94   1.911240E-5
     19280.13   5.023735E-6
     19280.32   4.486892E-6
     19280.51   3.950045E-6
      19280.7   3.418669E-6
     19280.87   2.942071E-6
     19281.06   2.410686E-6
     19281.25   1.873816E-6
     19281.44   1.342421E-6
     19281.63   8.055424E-7
     19281.83   2.686581E-7
     19282.02            0.
     19282.21            0.
      19282.4            0.
     19282.59            0.
     19282.78            0.
     19282.97            0.
     19283.16            0.
     19283.35            0.
     19283.54            0.
     19283.73            0.
     19283.92            0.
     19284.09            0.
     19284.28            0.
     19284.47            0.
     19284.66            0.
     19284.85            0.
     19285.04   5.114668E-5
     19285.23   1.701162E-4
     19285.42   2.878729E-4
     19285.62   4.068445E-4
     19285.81   5.258177E-4
       19286.   6.435775E-4
     19286.17   5.924710E-4
     19286.36   5.313782E-4
     19286.55   4.696545E-4
     19286.74   4.079306E-4
     19286.93   3.468357E-4
     19287.12   2.851103E-4
     19287.31   2.240143E-4
      19287.5   1.622877E-4
     19287.69   1.005606E-4
     19287.88   3.946274E-5
     19288.07            0.
     19288.24            0.
     19288.43            0.
     19288.62            0.
     19288.81            0.
       19289.            0.
     19289.19            0.
     19289.38            0.
     19289.58            0.
     19289.77            0.
     19289.96            0.
     19290.15            0.
     19290.32            0.
     19290.51            0.
      19290.7            0.
     19290.89            0.
     19291.08            0.
     19291.27            0.
     19291.46            0.
     19291.65            0.
     19291.84            0.
     19292.03            0.
     19292.22            0.
     19292.39            0.
     19292.58            0.
     19292.77            0.
     19292.99            0.
     19293.15            0.
     19293.35            0.
     19293.54            0.
     19293.73            0.
     19293.92            0.
     19294.11            0.
      19294.3            0.
     19294.49            0.
     19294.68            0.
     19294.87            0.
     19295.06   3.411221E-6
     19295.25   1.367591E-5
     19295.44   2.394071E-5
     19295.61   3.305342E-5
      19295.8   4.321365E-5
     19295.99   5.347870E-5
     19296.18   1.388925E-5
     19296.38            0.
     19296.57            0.
     19296.76            0.
     19296.95            0.
     19297.14            0.
     19297.33            0.
     19297.52            0.
     19297.69            0.
     19297.88            0.
     19298.07            0.
     19298.26            0.
     19298.45            0.
     19298.64            0.
     19298.83            0.
     19299.02            0.
     19299.21            0.
      19299.4            0.
      19299.6            0.
     19299.77            0.
     19299.96            0.
     19300.15            0.
     19300.34            0.
     19300.53            0.
     19300.72            0.
     19300.91            0.
      19301.1            0.
     19301.29            0.
     19301.48            0.
     19301.67            0.
     19301.84            0.
     19302.03            0.
     19302.22            0.
     19302.41            0.
     19302.61            0.
     19302.79            0.
     19302.99   5.602374E-5
     19303.18   1.818820E-4
     19303.37   3.064568E-4
     19303.56   4.323169E-4
     19303.75   5.581778E-4
     19303.92   6.686278E-4
     19304.13   6.505313E-4
     19304.32   5.451616E-4
     19304.51   4.408665E-4
      19304.7   3.354956E-4
     19304.89   2.301239E-4
     19305.06   1.365791E-4
     19305.25   3.228120E-5
     19305.45            0.
     19305.64            0.
     19305.83            0.
     19306.02            0.
     19306.21            0.
      19306.4            0.
     19306.59            0.
     19306.78            0.
     19306.97            0.
     19307.14            0.
     19307.33            0.
     19307.52            0.
     19307.71            0.
      19307.9            0.
      19308.1            0.
     19308.29            0.
     19308.48            0.
     19308.67            0.
     19308.86            0.
     19309.05            0.
     19309.22   6.613224E-5
     19309.41   1.860195E-4
      19309.6   3.046840E-4
     19309.79   4.245731E-4
     19309.98   5.444628E-4
     19310.17   4.940051E-4
     19310.36   4.255516E-4
     19310.55   3.570975E-4
     19310.74   2.893416E-4
     19310.94   2.208866E-4
     19311.13   1.524312E-4
      19311.3   9.165909E-5
     19311.49   2.390125E-5
     19311.68            0.
     19311.87            0.
     19312.06            0.
     19312.25            0.
     19312.44            0.
     19312.63   2.501813E-5
     19312.82   8.035498E-5
     19313.01   1.362628E-4
     19313.21   1.921709E-4
     19313.38   2.418040E-4
     19313.56   2.971424E-4
     19313.76   3.530516E-4
     19313.95   4.089613E-4
     19314.14   3.305480E-4
     19314.33   1.992032E-4
     19314.52   6.785757E-5
     19314.71            0.
      19314.9            0.
     19315.09            0.
     19315.28            0.
     19315.47            0.
     19315.66            0.
     19315.86            0.
     19316.05            0.
     19316.24            0.
     19316.43            0.
      19316.6            0.
     19316.79            0.
     19316.98            0.
     19317.17            0.
     19317.36            0.
     19317.55            0.
     19317.74            0.
     19317.93            0.
     19318.13   2.751935E-5
     19318.32   3.543773E-5
     19318.51   4.327537E-5
     19318.68   5.030506E-5
     19318.87   5.822359E-5
     19319.06   6.614220E-5
     19319.25   7.398006E-5
     19319.44   8.189877E-5
     19319.63   8.981753E-5
     19319.82   9.773640E-5
     19320.01   1.029439E-4
      19320.2   6.789654E-5
     19320.39   3.284893E-5
     19320.59            0.
     19320.76            0.
     19320.95            0.
     19321.14            0.
     19321.33            0.
     19321.52            0.
     19321.71            0.
      19321.9            0.
     19322.09            0.
     19322.28            0.
     19322.47            0.
     19322.66            0.
