WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f467m
     1938.306   2.104807E-9
      1938.65   2.145964E-9
     1938.995   2.187344E-9
      1939.34   2.228771E-9
     1939.685   2.270273E-9
     1940.029   2.305071E-9
     1940.374   2.267004E-9
     1940.719   2.228861E-9
     1941.064   2.190657E-9
      1941.41   2.152391E-9
     1941.754   2.114157E-9
     1942.099   2.075754E-9
     1942.445   2.037275E-9
      1942.79   1.998721E-9
     1943.135   1.960227E-9
      1943.48   1.921534E-9
     1943.826   1.882780E-9
     1944.172   1.843950E-9
     1944.518   1.805058E-9
     1944.864   1.766104E-9
     1945.209   1.727183E-9
     1945.555   1.688090E-9
     1945.901   1.648908E-9
     1946.246   1.609802E-9
     1946.592   1.570481E-9
     1946.938   1.531111E-9
     1947.285   1.491665E-9
     1947.631   1.452143E-9
     1947.977   1.412558E-9
     1948.323   1.373023E-9
     1948.669   1.333299E-9
     1949.016   1.293499E-9
     1949.362   1.253762E-9
     1949.708   1.213822E-9
     1950.055   1.232566E-9
     1950.402   1.561375E-9
     1950.749   1.890694E-9
     1951.096   2.220640E-9
     1951.442   2.550051E-9
     1951.789   2.881134E-9
     1952.136   3.212729E-9
     1952.483   3.543901E-9
      1952.83   3.876636E-9
     1953.177   4.210000E-9
     1953.525   4.543877E-9
     1953.872   4.878385E-9
      1954.22   5.213405E-9
     1954.566   5.547996E-9
     1954.914   5.884161E-9
     1955.262   6.220958E-9
     1955.609   6.557322E-9
     1955.956   6.895146E-9
     1956.304   7.233723E-9
     1956.652   7.572815E-9
        1957.   7.912420E-9
     1957.349   8.252664E-9
     1957.696   8.592348E-9
     1958.044   8.933743E-9
     1958.392   9.275650E-9
     1958.741   9.618196E-9
     1959.088   9.960299E-9
     1959.437   1.030400E-8
     1959.785   1.064821E-8
     1960.134   1.075107E-8
     1960.482   1.046458E-8
      1960.83   1.017845E-8
     1961.179   9.890849E-9
     1961.528   9.602895E-9
     1961.877   9.314283E-9
     1962.224   9.026126E-9
     1962.573   8.736601E-9
     1962.923   8.446518E-9
     1963.272   8.155877E-9
     1963.621   7.864778E-9
      1963.97   7.573220E-9
     1964.319   7.282023E-9
     1964.668   6.989346E-9
     1965.018   6.696212E-9
     1965.366   6.403541E-9
     1965.716   6.109387E-9
     1966.065   5.814672E-9
     1966.415   5.519496E-9
     1966.765   5.223860E-9
     1967.115   4.927660E-9
     1967.464   4.631830E-9
     1967.813   4.334608E-9
     1968.164   4.036822E-9
     1968.513   3.739510E-9
     1968.863   3.440698E-9
     1969.214   3.140486E-9
     1969.563   2.841691E-9
     1969.914   2.541389E-9
     1970.264   2.468675E-9
     1970.613   2.470577E-9
     1970.964   2.472485E-9
     1971.315   2.474395E-9
     1971.664   2.476299E-9
     1972.015   2.478209E-9
     1972.366   2.480120E-9
     1972.717   2.482031E-9
     1973.068   2.483944E-9
     1973.418   2.485856E-9
     1973.768   2.487764E-9
      1974.12   2.489677E-9
     1974.471   2.491592E-9
     1974.821   2.493500E-9
     1975.172   2.495416E-9
     1975.525   2.497338E-9
     1975.875   2.499248E-9
     1976.226   2.501165E-9
     1976.578   2.503082E-9
     1976.928   2.504994E-9
      1977.28   2.506913E-9
     1977.632   2.508833E-9
     1977.983   2.510746E-9
     1978.334   2.512667E-9
     1978.686   2.514587E-9
     1979.038   2.516509E-9
      1979.39   2.518431E-9
     1979.742   2.520353E-9
     1980.094   2.545859E-9
     1980.446   2.636710E-9
     1980.798   2.727729E-9
      1981.15   2.818917E-9
     1981.502   2.909957E-9
     1981.855   3.001704E-9
     1982.207   3.093049E-9
     1982.559   3.184847E-9
     1982.912   3.276784E-9
     1983.264   3.368602E-9
     1983.616   3.460844E-9
     1983.969   3.553223E-9
     1984.322   3.645772E-9
     1984.674   3.738201E-9
     1985.027   3.831057E-9
      1985.38   3.924082E-9
     1985.733   4.017245E-9
     1986.087   4.110578E-9
      1986.44   4.204050E-9
     1986.792   4.297399E-9
     1987.146   4.391179E-9
     1987.499   4.485126E-9
     1987.852   4.578922E-9
     1988.206   4.673472E-9
      1988.56   4.767868E-9
     1988.913   4.862142E-9
     1989.266   4.956847E-9
      1989.62   5.051723E-9
     1989.973   5.146443E-9
     1990.327   6.759576E-9
     1990.681   8.501081E-9
     1991.034   1.023982E-8
     1991.388   1.198661E-8
     1991.744   1.374208E-8
     1992.097   1.548935E-8
     1992.451   1.724530E-8
     1992.806   1.900451E-8
     1993.159   2.076091E-8
     1993.514   2.252542E-8
     1993.868   2.429320E-8
     1994.222   2.605876E-8
     1994.578   2.783796E-8
     1994.932   2.961432E-8
     1995.286   3.138906E-8
     1995.641   3.317136E-8
     1995.996   3.495694E-8
      1996.35   3.674026E-8
     1996.705   3.853178E-8
      1997.06   4.032658E-8
     1997.415   4.211850E-8
      1997.77   4.391925E-8
     1998.126   4.572826E-8
     1998.481   4.752939E-8
     1998.836   4.933881E-8
     1999.192   5.115150E-8
     1999.546   5.296127E-8
     1999.902   5.477995E-8
     2000.258   5.467271E-8
     2000.612   5.383316E-8
     2000.968   5.298945E-8
     2001.325   5.214124E-8
      2001.68   5.129668E-8
     2002.036   5.044762E-8
     2002.392   4.959670E-8
     2002.748   4.874680E-8
     2003.104   4.789269E-8
      2003.46   4.703669E-8
     2003.815   4.618146E-8
     2004.172   4.532198E-8
     2004.529   4.445826E-8
     2004.885   4.359795E-8
     2005.242   4.273308E-8
     2005.598   4.186662E-8
     2005.954   4.100093E-8
     2006.311   4.013096E-8
     2006.668   3.925910E-8
     2007.025   3.838563E-8
      2007.38   3.751324E-8
     2007.739   3.663325E-8
     2008.095   3.575735E-8
     2008.452   3.487653E-8
     2008.809   3.399440E-8
     2009.167   3.311005E-8
     2009.523   3.222712E-8
      2009.88   3.133923E-8
     2010.238   3.041767E-8
     2010.594   2.948118E-8
     2010.953   2.853687E-8
      2011.31   2.759663E-8
     2011.667   2.665146E-8
     2012.025   2.570424E-8
     2012.383   2.475530E-8
      2012.74   2.380755E-8
     2013.098   2.285485E-8
     2013.456   2.190009E-8
     2013.813   2.094653E-8
     2014.173   1.998505E-8
     2014.531   1.902476E-8
     2014.888   1.806570E-8
     2015.247   1.710163E-8
     2015.605   1.613549E-8
     2015.963   1.517059E-8
     2016.321   1.420065E-8
      2016.68   1.322897E-8
     2017.037   1.225820E-8
     2017.397   1.127971E-8
     2017.756   1.030213E-8
     2018.114   9.325804E-9
     2018.473   8.344403E-9
     2018.832   7.360912E-9
      2019.19   6.379023E-9
     2019.549   5.391696E-9
     2019.909   4.402614E-9
     2020.267   4.079478E-9
     2020.627   3.983190E-9
     2020.987   3.886989E-9
     2021.345   3.790907E-9
     2021.705   3.694357E-9
     2022.064   3.597599E-9
     2022.423   3.500929E-9
     2022.783   3.403789E-9
     2023.142   3.306440E-9
     2023.501   3.209212E-9
     2023.862   3.111181E-9
     2024.222   3.013272E-9
     2024.581   2.915453E-9
     2024.941   2.817159E-9
     2025.302   2.718654E-9
     2025.661   2.620275E-9
     2026.021   2.521385E-9
     2026.381   2.422318E-9
     2026.741   2.323343E-9
     2027.103   2.223552E-9
     2027.463   2.123886E-9
     2027.823   2.024347E-9
     2028.183   1.924293E-9
     2028.544   1.824062E-9
     2028.904   1.723925E-9
     2029.265   1.623269E-9
     2029.626   1.522436E-9
     2029.987   1.421390E-9
     2030.348   1.418889E-9
     2030.709   1.420127E-9
     2031.069   1.421362E-9
      2031.43   1.422601E-9
     2031.792   1.423842E-9
     2032.152   1.425078E-9
     2032.514   1.426320E-9
     2032.875   1.427562E-9
     2033.237   1.428805E-9
     2033.599   1.430048E-9
      2033.96   1.431292E-9
     2034.321   1.432533E-9
     2034.683   1.433778E-9
     2035.045   1.435024E-9
     2035.407   1.436271E-9
     2035.768   1.437515E-9
      2036.13   1.438763E-9
     2036.492   1.440012E-9
     2036.853   1.441257E-9
     2037.217   1.442511E-9
     2037.579   1.443762E-9
      2037.94   1.445010E-9
     2038.303   1.446262E-9
     2038.665   1.447514E-9
     2039.027   1.448764E-9
      2039.39   1.450018E-9
     2039.752   1.451273E-9
     2040.115   1.435771E-9
     2040.478   1.384263E-9
     2040.841   1.332631E-9
     2041.203   1.281065E-9
     2041.566   1.229253E-9
     2041.929   1.177332E-9
     2042.292   1.125461E-9
     2042.655   1.073341E-9
     2043.018   1.021131E-9
      2043.38  9.689711E-10
     2043.745  9.163860E-10
     2044.109  8.638679E-10
     2044.471  8.114002E-10
     2044.835  7.586826E-10
     2045.198  7.058559E-10
     2045.561  6.530980E-10
     2045.925  6.000709E-10
     2046.289  5.469524E-10
     2046.653  4.937245E-10
     2047.017  4.403871E-10
     2047.381  3.869578E-10
     2047.744  3.335984E-10
     2048.109  2.799497E-10
     2048.473  2.262270E-10
     2048.836  1.725567E-10
     2049.201  1.186140E-10
     2049.565  6.457905E-11
     2049.928  1.063321E-11
     2050.294  6.570594E-10
     2050.659   1.472271E-9
     2051.023   2.286126E-9
     2051.387   3.104090E-9
     2051.752   3.923981E-9
     2052.116   4.742504E-9
     2052.481   5.565703E-9
     2052.846   6.389736E-9
     2053.212   7.215705E-9
     2053.577   8.043060E-9
     2053.942   8.871800E-9
     2054.306   9.699708E-9
     2054.672   1.053178E-8
     2055.037   1.136524E-8
     2055.402   1.219786E-8
     2055.767   1.303410E-8
     2056.133   1.387229E-8
     2056.499   1.471188E-8
     2056.865   1.555343E-8
      2057.23   1.639581E-8
     2057.595   1.723790E-8
     2057.961   1.808364E-8
     2058.327   1.893078E-8
     2058.694   1.977989E-8
     2059.059   2.062757E-8
     2059.425   2.148005E-8
     2059.791   2.233337E-8
     2060.158   2.249249E-8
     2060.524   2.172966E-8
      2060.89   2.096758E-8
     2061.256   2.020218E-8
     2061.623   1.943499E-8
      2061.99   1.866650E-8
     2062.355   1.789878E-8
     2062.722   1.712720E-8
     2063.089   1.635433E-8
     2063.456   1.558016E-8
     2063.823   1.480470E-8
      2064.19   1.402743E-8
     2064.556   1.325093E-8
     2064.924   1.247106E-8
     2065.291   1.168990E-8
     2065.657   1.090899E-8
     2066.025   1.012471E-8
     2066.393   9.336508E-9
      2066.76   8.551705E-9
     2067.127   7.763509E-9
     2067.495   6.972956E-9
     2067.862   6.184251E-9
     2068.229   5.391085E-9
     2068.597   4.596610E-9
     2068.964   3.802937E-9
     2069.332   3.005842E-9
       2069.7   2.206904E-9
     2070.069   1.598806E-9
     2070.437   1.829446E-9
     2070.805   2.060612E-9
     2071.172   2.291382E-9
     2071.541   2.523291E-9
     2071.909   2.755572E-9
     2072.277   2.987609E-9
     2072.645   3.220790E-9
     2073.015   3.455118E-9
     2073.383   3.688428E-9
     2073.751   3.922731E-9
      2074.12   4.157563E-9
     2074.488   4.392147E-9
     2074.857   4.627728E-9
     2075.226   4.863841E-9
     2075.594   5.099705E-9
     2075.964   5.336569E-9
     2076.333   5.573809E-9
     2076.702   5.811584E-9
     2077.072   6.049734E-9
     2077.441   6.288421E-9
      2077.81   6.526696E-9
     2078.179   6.766137E-9
     2078.549   7.005959E-9
     2078.918   7.246157E-9
     2079.287   7.486100E-9
     2079.658   7.728009E-9
     2080.027   7.977477E-9
     2080.397   8.336976E-9
     2080.767   8.697269E-9
     2081.137   9.058120E-9
     2081.506   9.418577E-9
     2081.876   9.780549E-9
     2082.247   1.014332E-8
     2082.616   1.050569E-8
     2082.987   1.086958E-8
     2083.357   1.123428E-8
     2083.728   1.159954E-8
     2084.098   1.196536E-8
     2084.469   1.233198E-8
     2084.839   1.269796E-8
      2085.21   1.306571E-8
     2085.581   1.343403E-8
      2085.95   1.380195E-8
     2086.323   1.417285E-8
     2086.693   1.454189E-8
     2087.064   1.491272E-8
     2087.435   1.528435E-8
     2087.806   1.565656E-8
     2088.177   1.602834E-8
     2088.548   1.640168E-8
      2088.92   1.677584E-8
      2089.29   1.714933E-8
     2089.662   1.752463E-8
     2090.033   1.784638E-8
     2090.405   1.761825E-8
     2090.777   1.738976E-8
     2091.149   1.716091E-8
      2091.52   1.693229E-8
     2091.892   1.670255E-8
     2092.264   1.647245E-8
     2092.635   1.624259E-8
     2093.009   1.601084E-8
     2093.381   1.577948E-8
     2093.752   1.554852E-8
     2094.125   1.531628E-8
     2094.497   1.508382E-8
     2094.868   1.485145E-8
     2095.241   1.461810E-8
     2095.614   1.438422E-8
     2095.985   1.415075E-8
     2096.358   1.391614E-8
     2096.731   1.368101E-8
     2097.104   1.344565E-8
     2097.477   1.320978E-8
      2097.85   1.297337E-8
     2098.222   1.273753E-8
     2098.595   1.250038E-8
     2098.969   1.226287E-8
     2099.341   1.202560E-8
     2099.715   1.178718E-8
     2100.089   1.150339E-8
     2100.462   1.107914E-8
     2100.835   1.065315E-8
     2101.209   1.022623E-8
     2101.582   9.800075E-9
     2101.955   9.371880E-9
     2102.329   8.942762E-9
     2102.703   8.513002E-9
     2103.076   8.084005E-9
      2103.45   7.652962E-9
     2103.824   7.220991E-9
     2104.199   6.788376E-9
     2104.573   6.355116E-9
     2104.946   5.922341E-9
     2105.321   5.487792E-9
     2105.695   5.052312E-9
      2106.07   4.616183E-9
     2106.443   4.180547E-9
     2106.819   3.741414E-9
     2107.193   3.304485E-9
     2107.567   2.865480E-9
     2107.942   2.425538E-9
     2108.316   1.986382E-9
     2108.691   1.545140E-9
     2109.066   1.102960E-9
     2109.441  6.604157E-10
     2109.816  2.180857E-10
     2110.191  3.229260E-11
     2110.567  9.603800E-11
     2110.942  1.595018E-10
     2111.317  2.232631E-10
     2111.693  2.871567E-10
     2112.067  3.509333E-10
     2112.443  4.149669E-10
     2112.819  4.791748E-10
     2113.193  5.432231E-10
     2113.571  6.078222E-10
     2113.947  6.723037E-10
     2114.321  7.366667E-10
     2114.698  8.013725E-10
     2115.074  8.661697E-10
     2115.449  9.308478E-10
     2115.825  9.958278E-10
     2116.201   1.060942E-9
     2116.577   1.125936E-9
     2116.953   1.191233E-9
     2117.331   1.256834E-9
     2117.706   1.322146E-9
     2118.083   1.387761E-9
      2118.46   1.453511E-9
     2118.835   1.519098E-9
     2119.212   1.585032E-9
     2119.589   1.651059E-9
     2119.965   1.717007E-9
     2120.344   1.664936E-9
     2120.721   1.600992E-9
     2121.097   1.537125E-9
     2121.474   1.473005E-9
     2121.852   1.408754E-9
     2122.228   1.344623E-9
     2122.605   1.280195E-9
     2122.983   1.215637E-9
     2123.359   1.151199E-9
     2123.737   1.086463E-9
     2124.116   1.021429E-9
     2124.493  9.566831E-10
     2124.871  8.916384E-10
     2125.249  8.265048E-10
     2125.625  7.614505E-10
     2126.004  6.960965E-10
     2126.382  6.306530E-10
     2126.759  5.653317E-10
     2127.138  4.994554E-10
     2127.517  4.337011E-10
     2127.894  3.680697E-10
     2128.272  3.021363E-10
     2128.651  2.360707E-10
     2129.029  1.701286E-10
     2129.407  1.038407E-10
     2129.786  3.750562E-11
     2130.165  2.896202E-11
     2130.543  9.530202E-11
     2130.923  1.621576E-10
     2131.301  2.287130E-10
      2131.68  2.955699E-10
     2132.059  3.625132E-10
     2132.438  4.295868E-10
     2132.817  4.965306E-10
     2133.196  5.637776E-10
     2133.575  6.311112E-10
     2133.955  6.985318E-10
     2134.334  7.660830E-10
     2134.713  8.335471E-10
     2135.093  9.012723E-10
     2135.473  9.691283E-10
     2135.853   1.037071E-9
     2136.231   1.104883E-9
     2136.611   1.173045E-9
     2136.991   1.241250E-9
      2137.37   1.309411E-9
     2137.752   1.378055E-9
     2138.132   1.446597E-9
     2138.511   1.515111E-9
     2138.892   1.583986E-9
     2139.272   1.652913E-9
     2139.651   1.721759E-9
     2140.032   1.785207E-9
     2140.413   1.786406E-9
     2140.793   1.787605E-9
     2141.174   1.788804E-9
     2141.555   1.790006E-9
     2141.935   1.791203E-9
     2142.316   1.792405E-9
     2142.697   1.793607E-9
     2143.077   1.794806E-9
     2143.458   1.796011E-9
     2143.839   1.797214E-9
      2144.22   1.798416E-9
     2144.602   1.799625E-9
     2144.984   1.800831E-9
     2145.364   1.802034E-9
     2145.746   1.803241E-9
     2146.127   1.804450E-9
     2146.508   1.805655E-9
      2146.89   1.806864E-9
     2147.272   1.808074E-9
     2147.654   1.809285E-9
     2148.036   1.810496E-9
     2148.418   1.811707E-9
     2148.799   1.812917E-9
     2149.181   1.814130E-9
     2149.563   1.815344E-9
     2149.946   1.816558E-9
     2150.327   1.877134E-9
     2150.709   1.947905E-9
     2151.091   2.018538E-9
     2151.475   2.089757E-9
     2151.857   2.160794E-9
     2152.239   2.231737E-9
     2152.622   2.302994E-9
     2153.005   2.374387E-9
     2153.388   2.445869E-9
      2153.77   2.517211E-9
     2154.153   2.588870E-9
     2154.536   2.660664E-9
     2154.919   2.732501E-9
     2155.302   2.804473E-9
     2155.685   2.876351E-9
     2156.068   2.948548E-9
     2156.452   3.020833E-9
     2156.835   3.093208E-9
     2157.218   3.165442E-9
     2157.602   3.238043E-9
     2157.985   3.310733E-9
     2158.369   3.383559E-9
     2158.753   3.456430E-9
     2159.136   3.529203E-9
      2159.52   3.602345E-9
     2159.904   3.675531E-9
     2160.289   3.695424E-9
     2160.672   3.697602E-9
     2161.056   3.699788E-9
      2161.44   3.701977E-9
     2161.825   3.704167E-9
     2162.209   3.706356E-9
     2162.594   3.708547E-9
     2162.978   3.710733E-9
     2163.362   3.712926E-9
     2163.747   3.715120E-9
     2164.131   3.717309E-9
     2164.516   3.719506E-9
     2164.901   3.721703E-9
     2165.286   3.723901E-9
     2165.671   3.726101E-9
     2166.056   3.728303E-9
      2166.44   3.730497E-9
     2166.826   3.732700E-9
     2167.211   3.734905E-9
     2167.596   3.737103E-9
     2167.981   3.739310E-9
     2168.367   3.741516E-9
     2168.753   3.743726E-9
     2169.138   3.745935E-9
     2169.524   3.748145E-9
     2169.909   3.750349E-9
     2170.295   4.859108E-9
     2170.681   6.311851E-9
     2171.066   7.760658E-9
     2171.452   9.216558E-9
     2171.838   1.067404E-8
     2172.225   1.213403E-8
     2172.611   1.359469E-8
     2172.998   1.505785E-8
     2173.383   1.651890E-8
      2173.77   1.798523E-8
     2174.156   1.945408E-8
     2174.542   2.091988E-8
     2174.929   2.239284E-8
     2175.317   2.387112E-8
     2175.703   2.534355E-8
      2176.09   2.682130E-8
     2176.477   2.830064E-8
     2176.863   2.977785E-8
      2177.25   3.126132E-8
     2177.637   3.274733E-8
     2178.023   3.423026E-8
     2178.411   3.571854E-8
     2178.798   3.721030E-8
     2179.186   3.870273E-8
     2179.573   4.019770E-8
     2179.961   4.169430E-8
     2180.348   4.060512E-8
     2180.736   3.922295E-8
     2181.124   3.783851E-8
     2181.511   3.645268E-8
     2181.898   3.506896E-8
     2182.288   3.367510E-8
     2182.676   3.228421E-8
     2183.063   3.089631E-8
     2183.451   2.950176E-8
     2183.839   2.811020E-8
     2184.227   2.671286E-8
     2184.615   2.531410E-8
     2185.004   2.391308E-8
     2185.392   2.251504E-8
      2185.78   2.111121E-8
     2186.169   1.970509E-8
     2186.558   1.829756E-8
     2186.947   1.688863E-8
     2187.335   1.548183E-8
     2187.724   1.407008E-8
     2188.113   1.265603E-8
     2188.502   1.123969E-8
      2188.89   9.827256E-9
      2189.28   8.408087E-9
      2189.67   6.983045E-9
     2190.059   5.791284E-9
     2190.448   5.868927E-9
     2190.838   5.946688E-9
     2191.227   6.024319E-9
     2191.616   6.102215E-9
     2192.006   6.180226E-9
     2192.395   6.258061E-9
     2192.785   6.336258E-9
     2193.175   6.414521E-9
     2193.565   6.492854E-9
     2193.955   6.571253E-9
     2194.345   6.649723E-9
     2194.735   6.728063E-9
     2195.125   6.806716E-9
     2195.516   6.885488E-9
     2195.905   6.964082E-9
     2196.296   7.042989E-9
     2196.687   7.122213E-9
     2197.077   7.201011E-9
     2197.468   7.280173E-9
     2197.859   7.359406E-9
     2198.249   7.438508E-9
     2198.639   7.517876E-9
     2199.031   7.597364E-9
     2199.422   7.676968E-9
     2199.812   7.756345E-9
     2200.203   7.682149E-9
     2200.594   7.464779E-9
     2200.986   7.246565E-9
     2201.377   7.027777E-9
     2201.768   6.808828E-9
     2202.159   6.588484E-9
     2202.551   6.367293E-9
     2202.943   6.145389E-9
     2203.334   5.923467E-9
     2203.727   5.699440E-9
     2204.118   5.475956E-9
      2204.51   5.251059E-9
     2204.902   5.025446E-9
     2205.293   4.799683E-9
     2205.685   4.572499E-9
     2206.078   4.344597E-9
      2206.47   4.115978E-9
     2206.861   3.887211E-9
     2207.254   3.657013E-9
     2207.646   3.426094E-9
     2208.039   3.194311E-9
     2208.432   2.961950E-9
     2208.823   2.729449E-9
     2209.217   2.495356E-9
      2209.61   2.260539E-9
     2210.002   2.027122E-9
     2210.395   2.109720E-9
     2210.789   2.193020E-9
     2211.182   2.276353E-9
