WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f502n
     3088.869  5.712086E-11
     3089.256  5.725971E-11
     3089.642  5.739770E-11
     3090.029  5.752874E-11
     3090.416  5.758441E-11
     3090.803  5.763842E-11
     3091.191  5.769111E-11
      3091.58  5.774220E-11
     3091.967  5.779143E-11
     3092.354  5.783905E-11
     3092.741  5.788508E-11
     3093.128  5.792948E-11
     3093.515  5.797233E-11
     3093.903  5.801356E-11
      3094.29  5.805307E-11
     3094.679  5.809108E-11
     3095.068  5.812748E-11
     3095.456  5.816220E-11
     3095.843  5.819528E-11
      3096.23  5.822676E-11
     3096.618  5.825664E-11
     3097.006  5.828486E-11
     3097.393  5.831145E-11
     3097.781  5.833642E-11
      3098.17  5.835986E-11
      3098.56  5.838167E-11
     3098.948  5.840178E-11
     3099.336  5.842023E-11
     3099.724  5.843712E-11
     3100.112  5.843247E-11
       3100.5  5.837679E-11
     3100.888  5.831897E-11
     3101.276  5.825893E-11
     3101.666  5.819646E-11
     3102.056  5.813186E-11
     3102.444  5.806549E-11
     3102.833  5.799704E-11
     3103.221  5.792639E-11
     3103.609  5.785357E-11
     3103.998  5.777861E-11
     3104.386  5.770168E-11
     3104.775  5.762259E-11
     3105.166  5.754098E-11
     3105.556  5.745719E-11
     3105.945  5.737166E-11
     3106.333  5.728411E-11
     3106.722  5.719438E-11
     3107.111  5.710255E-11
       3107.5  5.700858E-11
     3107.889  5.691250E-11
     3108.278  5.681421E-11
     3108.669  5.671343E-11
      3109.06  5.661046E-11
     3109.449  5.650585E-11
     3109.838  5.639910E-11
     3110.227  5.625114E-11
     3110.617  5.607270E-11
     3111.006  5.589167E-11
     3111.396  5.570809E-11
     3111.785  5.552192E-11
     3112.176  5.533233E-11
     3112.567  5.513997E-11
     3112.957  5.494586E-11
     3113.347  5.474919E-11
     3113.736  5.454997E-11
     3114.126  5.434798E-11
     3114.516  5.414350E-11
     3114.906  5.393628E-11
     3115.296  5.372652E-11
     3115.688  5.351311E-11
     3116.079  5.329723E-11
     3116.469  5.307960E-11
     3116.859  5.285938E-11
      3117.25  5.263656E-11
      3117.64  5.241117E-11
      3118.03  5.218318E-11
      3118.42  5.195247E-11
     3118.811  5.171918E-11
     3119.203  5.148222E-11
     3119.593  5.124365E-11
     3119.985  5.100130E-11
     3120.376  5.074953E-11
     3120.766  5.049464E-11
     3121.157  5.023710E-11
     3121.548  4.997678E-11
     3121.938  4.971396E-11
     3122.329  4.944833E-11
     3122.722  4.917889E-11
     3123.113  4.890793E-11
     3123.505  4.863314E-11
     3123.896  4.835689E-11
     3124.287  4.807780E-11
     3124.678  4.779607E-11
      3125.07  4.751168E-11
     3125.461  4.722464E-11
     3125.852  4.693477E-11
     3126.245  4.664094E-11
     3126.636  4.634590E-11
      3127.03  4.604653E-11
     3127.421  4.574597E-11
     3127.812  4.544274E-11
     3128.204  4.513672E-11
     3128.595  4.482806E-11
     3128.987  4.451675E-11
     3129.379  4.420277E-11
     3129.772  4.388454E-11
     3130.164  4.357876E-11
     3130.557  4.328782E-11
     3130.949  4.299572E-11
     3131.341  4.270103E-11
     3131.733  4.240411E-11
     3132.125  4.210458E-11
     3132.517  4.180267E-11
     3132.909  4.149834E-11
     3133.303  4.119023E-11
     3133.696  4.088084E-11
      3134.09  4.056768E-11
     3134.482  4.025365E-11
     3134.874  3.993681E-11
     3135.267  3.961775E-11
     3135.659  3.929625E-11
     3136.052  3.897216E-11
     3136.444  3.864567E-11
     3136.838  3.831534E-11
     3137.231  3.798402E-11
     3137.625  3.764862E-11
     3138.018  3.731227E-11
     3138.411  3.697350E-11
     3138.804  3.663233E-11
     3139.197  3.628874E-11
      3139.59  3.594251E-11
     3139.983  3.559408E-11
     3140.377  3.535038E-11
     3140.771  3.511087E-11
     3141.166  3.486832E-11
     3141.559  3.462516E-11
     3141.952  3.438002E-11
     3142.345  3.413307E-11
     3142.739  3.388431E-11
     3143.132  3.363371E-11
     3143.525  3.338112E-11
     3143.921  3.312560E-11
     3144.314  3.286937E-11
     3144.709  3.261021E-11
     3145.103  3.235032E-11
     3145.497  3.208843E-11
     3145.891  3.182471E-11
     3146.284  3.155920E-11
     3146.678  3.129186E-11
     3147.072  3.102271E-11
     3147.466  3.075154E-11
     3147.862  3.047753E-11
     3148.258  3.020134E-11
     3148.652  2.992471E-11
     3149.046  2.964626E-11
      3149.44  2.936582E-11
     3149.834  2.908374E-11
     3150.228  2.890645E-11
     3150.623  2.880568E-11
     3151.017  2.870411E-11
     3151.413  2.860118E-11
     3151.809  2.849743E-11
     3152.204  2.839320E-11
     3152.599  2.828804E-11
     3152.993  2.818206E-11
     3153.388  2.807513E-11
     3153.782  2.796739E-11
     3154.177  2.785870E-11
     3154.572  2.774904E-11
     3154.969  2.763811E-11
     3155.365  2.752625E-11
      3155.76  2.741399E-11
     3156.156  2.730086E-11
     3156.551  2.718683E-11
     3156.946  2.707193E-11
     3157.341  2.695611E-11
     3157.736  2.683942E-11
     3158.131  2.672186E-11
     3158.528  2.660290E-11
     3158.926  2.648298E-11
     3159.321  2.636280E-11
     3159.716  2.624166E-11
     3160.112  2.623524E-11
     3160.507  2.652237E-11
     3160.903  2.681072E-11
     3161.299  2.709992E-11
     3161.694  2.739031E-11
     3162.092  2.768302E-11
      3162.49  2.797697E-11
     3162.885  2.827052E-11
     3163.281  2.856529E-11
     3163.677  2.886111E-11
     3164.073  2.915796E-11
     3164.469  2.945584E-11
     3164.865  2.975494E-11
     3165.263  3.005619E-11
     3165.659  3.035737E-11
     3166.058  3.066106E-11
     3166.454  3.096429E-11
      3166.85  3.126857E-11
     3167.247  3.157406E-11
     3167.643  3.188061E-11
      3168.04  3.218818E-11
     3168.436  3.249678E-11
     3168.833  3.280659E-11
     3169.231  3.311881E-11
      3169.63  3.343206E-11
     3170.026  3.380609E-11
     3170.423  3.504134E-11
      3170.82  3.628237E-11
     3171.217  3.752767E-11
     3171.614  3.877876E-11
     3172.011  4.003566E-11
     3172.408  4.129678E-11
     3172.807  4.256915E-11
     3173.206  4.384580E-11
     3173.603  4.512275E-11
        3174.  4.640553E-11
     3174.397  4.769257E-11
     3174.795  4.898461E-11
     3175.192  5.028244E-11
      3175.59  5.158525E-11
     3175.987  5.289308E-11
     3176.386  5.421239E-11
     3176.786  5.553676E-11
     3177.183  5.685966E-11
     3177.581  5.818837E-11
     3177.979  5.952291E-11
     3178.377  6.086164E-11
     3178.775  6.220618E-11
     3179.172  6.355488E-11
     3179.571  6.491025E-11
      3179.97  6.627564E-11
      3180.37  6.972455E-11
     3180.768  7.334161E-11
     3181.166  7.697309E-11
     3181.564  8.061899E-11
     3181.963  8.427923E-11
     3182.361  8.795593E-11
     3182.759  9.164465E-11
     3183.158  9.535002E-11
     3183.558  9.908576E-11
     3183.958  1.028382E-10
     3184.357  1.065867E-10
     3184.755  1.103518E-10
     3185.154  1.141312E-10
     3185.553  1.179250E-10
     3185.951  1.217331E-10
      3186.35  1.255577E-10
     3186.749  1.293943E-10
      3187.15  1.332641E-10
     3187.551  1.371508E-10
     3187.949  1.410329E-10
     3188.349  1.449317E-10
     3188.748  1.488423E-10
     3189.147  1.527696E-10
     3189.546  1.567113E-10
     3189.945  1.606696E-10
     3190.344  1.693471E-10
     3190.746  1.788522E-10
     3191.147  1.883930E-10
     3191.546  1.979287E-10
     3191.946  2.075056E-10
     3192.345  2.171122E-10
     3192.745  2.267600E-10
     3193.145  2.364433E-10
     3193.544  2.461618E-10
     3193.944  2.559216E-10
     3194.345  2.657528E-10
     3194.747  2.756256E-10
     3195.147  2.854916E-10
     3195.547  2.953989E-10
     3195.947  3.053354E-10
     3196.347  3.153135E-10
     3196.747  3.253210E-10
     3197.147  3.353697E-10
     3197.548  3.454598E-10
     3197.949  3.556223E-10
      3198.35  3.657831E-10
     3198.752  3.760227E-10
     3199.152  3.862543E-10
     3199.553  3.965213E-10
     3199.953  4.068298E-10
     3200.354  4.282330E-10
     3200.754  4.512248E-10
     3201.155  4.743376E-10
     3201.558  4.976849E-10
      3201.96  5.211543E-10
     3202.361  5.446308E-10
     3202.762  5.682425E-10
     3203.163  5.919748E-10
     3203.564  6.158424E-10
     3203.965  6.398159E-10
     3204.366  6.639252E-10
     3204.767  6.881553E-10
      3205.17  7.126097E-10
     3205.571  7.370807E-10
     3205.974  7.617924E-10
     3206.375  7.865205E-10
     3206.777  8.113691E-10
     3207.178  8.363382E-10
      3207.58  8.614431E-10
     3207.981  8.866530E-10
     3208.383  9.119992E-10
     3208.786  9.375742E-10
     3209.189  9.632862E-10
     3209.591  9.889943E-10
     3209.993   1.014838E-9
     3210.395   1.063754E-9
     3210.796   1.113352E-9
     3211.198   1.163221E-9
       3211.6   1.213301E-9
     3212.002   1.263652E-9
     3212.406   1.314460E-9
     3212.808   1.365294E-9
     3213.212   1.416585E-9
     3213.615   1.467932E-9
     3214.017   1.519488E-9
     3214.419   1.571324E-9
     3214.821   1.623401E-9
     3215.224   1.675740E-9
     3215.626   1.728277E-9
     3216.031   1.781312E-9
     3216.435   1.834602E-9
     3216.837   1.887908E-9
      3217.24   1.941486E-9
     3217.643   1.995272E-9
     3218.046   2.049331E-9
     3218.448   2.103638E-9
     3218.851   2.158185E-9
     3219.254   2.212960E-9
     3219.659   2.268237E-9
     3220.062   2.329608E-9
     3220.467   2.425214E-9
      3220.87   2.520844E-9
     3221.273   2.616982E-9
     3221.676   2.713501E-9
      3222.08   2.810506E-9
     3222.483   2.907931E-9
     3222.886   3.005785E-9
     3223.292   3.104536E-9
     3223.697   3.203716E-9
       3224.1   3.302909E-9
     3224.504   3.402540E-9
     3224.907   3.502598E-9
     3225.311   3.603125E-9
     3225.715   3.704011E-9
     3226.119   3.805393E-9
     3226.522   3.907222E-9
     3226.928   4.009974E-9
     3227.332   4.112672E-9
     3227.738   4.216300E-9
     3228.142   4.319908E-9
     3228.546   4.423925E-9
      3228.95   4.528430E-9
     3229.354   4.633312E-9
     3229.759   4.738686E-9
     3230.163   4.872011E-9
     3230.569   5.047537E-9
     3230.975   5.223919E-9
      3231.38   5.400322E-9
     3231.784   5.577363E-9
     3232.188   5.755254E-9
     3232.593   5.933999E-9
     3232.998   6.113378E-9
     3233.403   6.293588E-9
     3233.807   6.474429E-9
     3234.214   6.657014E-9
     3234.619   6.839476E-9
     3235.025   7.023563E-9
      3235.43   7.207463E-9
     3235.835   7.392214E-9
      3236.24   7.577751E-9
     3236.645   7.764062E-9
     3237.051   7.951225E-9
     3237.456   8.139079E-9
     3237.861   8.327675E-9
      3238.27   8.518613E-9
     3238.675   8.708810E-9
     3239.081   8.899636E-9
     3239.486   9.091345E-9
     3239.892   9.283796E-9
     3240.297   9.551304E-9
     3240.703   9.847046E-9
     3241.108   1.014412E-8
     3241.514   1.044232E-8
     3241.922   1.074295E-8
     3242.329   1.104482E-8
     3242.735   1.134680E-8
     3243.141   1.164976E-8
     3243.547   1.195408E-8
     3243.953   1.225958E-8
     3244.359   1.256620E-8
     3244.765   1.287418E-8
     3245.173   1.318463E-8
     3245.581   1.349626E-8
     3245.987   1.380776E-8
     3246.394   1.412051E-8
       3246.8   1.443463E-8
     3247.206   1.474966E-8
     3247.613   1.506597E-8
     3248.019   1.538345E-8
     3248.426   1.570239E-8
     3248.834   1.602384E-8
     3249.241   1.634486E-8
      3249.65   1.666875E-8
     3250.056   1.700928E-8
     3250.463   1.745706E-8
      3250.87   1.790675E-8
     3251.277   1.835773E-8
     3251.684   1.881057E-8
     3252.091   1.926531E-8
       3252.5   1.972328E-8
     3252.909   2.018316E-8
     3253.316   2.064291E-8
     3253.723   2.110434E-8
      3254.13   2.156734E-8
     3254.538   2.203211E-8
     3254.945   2.249823E-8
     3255.353   2.296638E-8
      3255.76   2.343618E-8
     3256.169   2.390983E-8
     3256.577   2.438282E-8
     3256.985   2.485772E-8
     3257.394   2.533625E-8
     3257.802   2.581469E-8
      3258.21   2.629448E-8
     3258.617   2.677589E-8
     3259.025   2.725921E-8
     3259.433   2.774432E-8
     3259.841   2.823106E-8
     3260.253   2.882180E-8
     3260.661   2.947075E-8
     3261.069   3.012196E-8
     3261.478   3.077536E-8
     3261.886   3.143103E-8
     3262.294   3.208919E-8
     3262.702   3.275009E-8
     3263.111   3.341318E-8
     3263.519   3.407833E-8
     3263.929   3.474854E-8
     3264.338   3.541871E-8
     3264.749   3.609399E-8
     3265.157   3.676877E-8
     3265.566   3.744590E-8
     3265.975   3.812529E-8
     3266.384   3.880725E-8
     3266.792   3.949146E-8
     3267.201   4.017749E-8
     3267.612   4.086939E-8
     3268.023   4.156362E-8
     3268.432   4.225717E-8
     3268.841   4.295340E-8
      3269.25   4.365165E-8
     3269.659   4.435202E-8
     3270.069   4.508468E-8
     3270.478   4.596588E-8
     3270.887   4.685053E-8
     3271.299   4.774158E-8
     3271.708   4.863230E-8
      3272.12   4.952973E-8
     3272.529   5.042602E-8
     3272.939   5.132574E-8
     3273.348   5.222826E-8
     3273.758   5.313417E-8
     3274.168   5.404240E-8
     3274.578   5.495395E-8
      3274.99   5.587223E-8
     3275.401   5.679429E-8
     3275.811   5.771491E-8
     3276.221   5.863834E-8
     3276.631   5.956512E-8
     3277.042   6.049481E-8
     3277.452   6.142737E-8
     3277.862   6.236341E-8
     3278.272   6.330190E-8
     3278.685   6.424838E-8
     3279.095   6.519317E-8
     3279.507   6.614436E-8
     3279.918   6.709506E-8
     3280.328   6.819706E-8
     3280.739   6.934058E-8
     3281.149   7.048744E-8
      3281.56   7.163811E-8
     3281.973   7.279712E-8
     3282.384   7.395439E-8
     3282.796   7.512138E-8
     3283.207   7.628651E-8
     3283.618   7.745529E-8
     3284.029   7.862828E-8
      3284.44   7.980364E-8
     3284.851   8.098324E-8
     3285.263   8.216721E-8
     3285.676   8.335900E-8
     3286.087   8.455010E-8
     3286.498   8.574474E-8
     3286.911   8.694786E-8
     3287.323   8.815027E-8
     3287.734   8.935545E-8
     3288.146   9.056488E-8
     3288.558   9.177781E-8
     3288.969   9.299426E-8
     3289.383   9.421930E-8
     3289.794   9.544353E-8
     3290.208   9.675404E-8
      3290.62   9.813952E-8
     3291.032   9.952900E-8
     3291.444   1.009227E-7
     3291.856   1.023196E-7
     3292.268   1.037221E-7
      3292.68   1.051291E-7
     3293.094   1.065466E-7
     3293.506   1.079606E-7
     3293.918   1.093795E-7
     3294.333   1.108091E-7
     3294.745   1.122370E-7
     3295.157   1.136689E-7
      3295.57   1.151056E-7
     3295.982   1.165455E-7
     3296.395   1.179902E-7
     3296.809   1.194460E-7
     3297.222   1.208987E-7
     3297.636   1.223623E-7
     3298.049   1.238240E-7
     3298.462   1.252904E-7
     3298.875   1.267608E-7
     3299.288   1.282348E-7
     3299.701   1.297135E-7
     3300.114   1.312157E-7
     3300.529   1.327792E-7
     3300.942   1.343405E-7
     3301.355   1.359064E-7
      3301.77   1.374829E-7
     3302.184   1.390575E-7
     3302.597   1.406368E-7
      3303.01   1.422203E-7
     3303.424   1.438072E-7
     3303.837   1.453983E-7
     3304.253   1.470005E-7
     3304.666   1.486005E-7
     3305.082   1.502122E-7
     3305.495   1.518204E-7
     3305.909   1.534337E-7
     3306.323   1.550510E-7
     3306.737   1.566724E-7
     3307.151   1.582987E-7
     3307.565   1.599279E-7
     3307.981   1.615698E-7
     3308.395   1.632089E-7
     3308.809   1.648521E-7
     3309.225   1.665065E-7
     3309.639   1.681575E-7
     3310.053   1.698277E-7
     3310.468   1.716043E-7
     3310.882   1.733856E-7
     3311.297   1.751724E-7
     3311.713   1.769714E-7
     3312.127   1.787670E-7
     3312.544   1.805734E-7
     3312.958   1.823780E-7
     3313.373   1.841879E-7
     3313.788   1.860036E-7
     3314.203   1.878235E-7
     3314.617   1.896475E-7
     3315.032   1.914772E-7
     3315.449   1.933195E-7
     3315.864   1.951590E-7
     3316.279   1.970030E-7
     3316.696   1.988603E-7
     3317.111   2.007136E-7
     3317.527   2.025725E-7
     3317.942   2.044361E-7
     3318.357   2.063038E-7
     3318.773   2.081772E-7
     3319.188   2.100542E-7
     3319.605   2.119451E-7
     3320.023   2.138427E-7
     3320.438   2.157540E-7
     3320.854   2.176710E-7
      3321.27   2.195917E-7
     3321.685   2.215182E-7
     3322.101   2.234494E-7
     3322.517   2.253862E-7
     3322.933   2.273265E-7
     3323.351   2.292804E-7
     3323.767   2.312309E-7
     3324.185   2.331948E-7
     3324.601   2.351538E-7
     3325.017   2.371186E-7
     3325.433   2.390884E-7
     3325.849   2.410627E-7
     3326.266   2.430416E-7
     3326.682   2.450250E-7
       3327.1   2.470220E-7
     3327.519   2.490239E-7
     3327.935   2.510208E-7
     3328.352   2.530239E-7
     3328.768   2.550330E-7
     3329.185   2.570446E-7
     3329.602   2.590608E-7
     3330.018   2.610793E-7
     3330.435   2.630534E-7
     3330.854   2.650402E-7
     3331.271   2.670226E-7
      3331.69   2.690172E-7
     3332.107   2.710084E-7
     3332.524   2.730056E-7
     3332.941   2.750064E-7
     3333.358   2.770121E-7
     3333.775   2.790224E-7
     3334.193   2.810382E-7
     3334.612   2.830669E-7
     3335.031   2.851002E-7
     3335.449   2.871304E-7
     3335.866   2.891650E-7
     3336.284   2.912041E-7
     3336.701   2.932490E-7
     3337.119   2.952980E-7
     3337.537   2.973505E-7
     3337.955   2.994074E-7
     3338.374   3.014805E-7
     3338.792   3.035486E-7
     3339.212   3.056310E-7
      3339.63   3.077073E-7
     3340.048   3.097781E-7
     3340.466   3.117771E-7
     3340.884   3.137791E-7
     3341.302   3.157861E-7
      3341.72   3.177970E-7
     3342.141   3.198217E-7
     3342.561   3.218512E-7
     3342.979   3.238767E-7
     3343.398   3.259063E-7
     3343.816   3.279401E-7
     3344.235   3.299789E-7
     3344.653   3.320204E-7
     3345.072   3.340673E-7
     3345.491   3.361183E-7
     3345.911   3.381832E-7
      3346.33   3.402438E-7
     3346.751   3.423170E-7
      3347.17   3.443861E-7
     3347.589   3.464592E-7
     3348.008   3.485367E-7
     3348.427   3.506203E-7
     3348.846   3.527081E-7
     3349.265   3.547995E-7
     3349.686   3.569033E-7
     3350.107   3.589950E-7
     3350.527   3.610308E-7
     3350.946   3.630706E-7
     3351.366   3.651144E-7
     3351.785   3.671622E-7
     3352.205   3.692148E-7
     3352.625   3.712710E-7
     3353.044   3.733311E-7
     3353.466   3.754028E-7
     3353.885   3.774713E-7
     3354.305   3.795439E-7
     3354.727   3.816317E-7
     3355.147   3.837137E-7
     3355.567   3.857990E-7
     3355.987   3.878883E-7
     3356.407   3.899836E-7
     3356.827   3.920830E-7
     3357.247   3.941853E-7
     3357.671   3.963094E-7
     3358.092   3.984206E-7
     3358.512   4.005371E-7
     3358.932   4.026577E-7
     3359.353   4.047815E-7
     3359.773   4.069092E-7
     3360.194   4.089913E-7
     3360.615   4.110179E-7
     3361.035   4.130483E-7
     3361.458   4.150911E-7
     3361.878   4.171281E-7
     3362.301   4.191772E-7
     3362.722   4.212212E-7
     3363.143   4.232705E-7
     3363.564   4.253277E-7
     3363.985   4.273875E-7
     3364.406   4.294479E-7
     3364.827   4.315119E-7
      3365.25   4.335907E-7
     3365.673   4.356746E-7
     3366.094   4.377524E-7
     3366.516   4.398344E-7
     3366.937   4.419202E-7
     3367.359   4.440117E-7
      3367.78   4.461060E-7
     3368.202   4.482043E-7
     3368.624   4.503054E-7
     3369.047   4.524190E-7
     3369.469   4.545307E-7
     3369.892   4.566547E-7
     3370.314   4.586709E-7
     3370.736   4.606549E-7
     3371.158   4.626432E-7
      3371.58   4.646359E-7
     3372.002   4.666331E-7
     3372.426   4.686430E-7
     3372.848   4.706470E-7
     3373.272   4.726624E-7
     3373.694   4.746711E-7
     3374.117   4.766847E-7
     3374.539   4.787023E-7
     3374.961   4.807233E-7
     3375.384   4.827476E-7
     3375.806   4.847763E-7
     3376.231   4.868173E-7
     3376.654   4.888549E-7
     3377.076   4.908943E-7
     3377.501   4.929439E-7
     3377.924   4.949887E-7
     3378.346   4.970398E-7
     3378.769   4.990973E-7
     3379.192   5.011548E-7
     3379.615   5.032140E-7
      3380.04   5.052692E-7
     3380.463   5.071672E-7
     3380.888   5.090769E-7
     3381.311   5.109794E-7
     3381.735   5.128854E-7
     3382.158   5.147946E-7
     3382.581   5.167076E-7
     3383.005   5.186234E-7
     3383.428   5.205436E-7
     3383.854   5.224744E-7
     3384.277   5.244004E-7
     3384.701   5.263293E-7
     3385.126   5.282705E-7
      3385.55   5.302076E-7
     3385.974   5.321477E-7
     3386.398   5.340889E-7
     3386.822   5.360328E-7
     3387.245   5.379803E-7
     3387.671   5.399414E-7
     3388.095   5.418967E-7
     3388.521   5.438637E-7
     3388.946   5.458270E-7
      3389.37   5.477892E-7
