WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f656n
     1928.126   5.585330E-9
     1928.469   5.688730E-9
     1928.813   5.792652E-9
     1929.158   5.896765E-9
     1929.501   6.000702E-9
     1929.845   6.105123E-9
     1930.189   6.146352E-9
     1930.533   6.135801E-9
     1930.878   6.125160E-9
     1931.223   6.114529E-9
     1931.566   6.103904E-9
     1931.911   6.093219E-9
     1932.255   6.082545E-9
     1932.599   6.071812E-9
     1932.944   6.061053E-9
     1933.289   6.050266E-9
     1933.633   6.039489E-9
     1933.979   6.028621E-9
     1934.323   6.017791E-9
     1934.668   6.006904E-9
     1935.014   5.995992E-9
     1935.358   5.985088E-9
     1935.703   5.974123E-9
     1936.049   5.963135E-9
     1936.393   5.952156E-9
     1936.739   5.941114E-9
     1937.085   5.930014E-9
      1937.43   5.918957E-9
     1937.775   5.907841E-9
     1938.121   5.896695E-9
     1938.466   5.885561E-9
     1938.812   5.874365E-9
     1939.158   5.863145E-9
     1939.503   5.851933E-9
     1939.849   5.840661E-9
     1940.195   5.785700E-9
     1940.541   5.696742E-9
     1940.887   5.607605E-9
     1941.233   5.518608E-9
     1941.579   5.429150E-9
     1941.926   5.339547E-9
     1942.272   5.249798E-9
     1942.618   5.160125E-9
     1942.964   5.070054E-9
     1943.311   4.979805E-9
     1943.658   4.889377E-9
     1944.004   4.798805E-9
      1944.35   4.708341E-9
     1944.697   4.617445E-9
     1945.044   4.526370E-9
      1945.39   4.435437E-9
     1945.737   4.344038E-9
     1946.084   4.252492E-9
     1946.432   4.160799E-9
     1946.779   4.068895E-9
     1947.126   3.976878E-9
     1947.473   3.884940E-9
      1947.82   3.792595E-9
     1948.168   3.700040E-9
     1948.514   3.607630E-9
     1948.862   3.514780E-9
      1949.21   3.421784E-9
     1949.558   3.328574E-9
     1949.905   3.235250E-9
     1950.252   3.167491E-9
       1950.6   3.109002E-9
     1950.948   3.050417E-9
     1951.295   2.991903E-9
     1951.644   2.933108E-9
     1951.992   2.874198E-9
     1952.339   2.815378E-9
     1952.688   2.756070E-9
     1953.037   2.696854E-9
     1953.384   2.637708E-9
     1953.733   2.578260E-9
     1954.081   2.518736E-9
     1954.429   2.459265E-9
     1954.778   2.399509E-9
     1955.127   2.339659E-9
     1955.474   2.279880E-9
     1955.823   2.219797E-9
     1956.173   2.159449E-9
     1956.521   2.099342E-9
      1956.87   2.038950E-9
      1957.22   1.978462E-9
     1957.568   1.918048E-9
     1957.917   1.857326E-9
     1958.266   1.796509E-9
     1958.615   1.735765E-9
     1958.965   1.674564E-9
     1959.314   1.613608E-9
     1959.663   1.552363E-9
     1960.013   1.493825E-9
     1960.362   1.507437E-9
     1960.712   1.521107E-9
     1961.061   1.534802E-9
     1961.411   1.548520E-9
      1961.76   1.562215E-9
      1962.11   1.575977E-9
      1962.46   1.589759E-9
     1962.811   1.603561E-9
     1963.161   1.617387E-9
      1963.51   1.631194E-9
      1963.86   1.645064E-9
     1964.211   1.658959E-9
      1964.56   1.672829E-9
     1964.911   1.686768E-9
     1965.262   1.700769E-9
     1965.612   1.714709E-9
     1965.963   1.728712E-9
     1966.314   1.742738E-9
     1966.663   1.756741E-9
     1967.014   1.770812E-9
     1967.365   1.784904E-9
     1967.715   1.798975E-9
     1968.066   1.813111E-9
     1968.417   1.827271E-9
     1968.769   1.841450E-9
      1969.12   1.855655E-9
      1969.47   1.869840E-9
     1969.822   1.884084E-9
     1970.173   1.916754E-9
     1970.524   1.968266E-9
     1970.875   2.020017E-9
     1971.227   2.071865E-9
     1971.579   2.123790E-9
      1971.93   2.175811E-9
     1972.282   2.227929E-9
     1972.633   2.279962E-9
     1972.985   2.332235E-9
     1973.337   2.384605E-9
     1973.688   2.436908E-9
      1974.04   2.489453E-9
     1974.393   2.542075E-9
     1974.744   2.594649E-9
     1975.097   2.647612E-9
      1975.45   2.700507E-9
     1975.801   2.753332E-9
     1976.154   2.806403E-9
     1976.506   2.859551E-9
     1976.858   2.912649E-9
     1977.211   2.965974E-9
     1977.563   3.019395E-9
     1977.916   3.072914E-9
     1978.269   3.126511E-9
     1978.621   3.180039E-9
     1978.974   3.233813E-9
     1979.327   3.287683E-9
     1979.679   3.341465E-9
     1980.033   3.393246E-9
     1980.386   3.422780E-9
     1980.738   3.452275E-9
     1981.092   3.481914E-9
     1981.446   3.511677E-9
     1981.799   3.541317E-9
     1982.152   3.571091E-9
     1982.506   3.600908E-9
     1982.859   3.630683E-9
     1983.212   3.660593E-9
     1983.566   3.690555E-9
     1983.919   3.720477E-9
     1984.274   3.750627E-9
     1984.628   3.780726E-9
     1984.981   3.810784E-9
     1985.336   3.840987E-9
      1985.69   3.871233E-9
     1986.043   3.901426E-9
     1986.397   3.931776E-9
     1986.752   3.962158E-9
     1987.105   3.992499E-9
      1987.46   4.022986E-9
     1987.814   4.053516E-9
     1988.169   4.084097E-9
     1988.524   4.114721E-9
     1988.878   4.145304E-9
     1989.233   4.176023E-9
     1989.588   4.206795E-9
     1989.941   4.237513E-9
     1990.297   4.238673E-9
     1990.652   4.233953E-9
     1991.007   4.229221E-9
     1991.362   4.224476E-9
     1991.717   4.219718E-9
     1992.072   4.214963E-9
     1992.427   4.210180E-9
     1992.783   4.205383E-9
     1993.137   4.200591E-9
     1993.493   4.195768E-9
     1993.849   4.190934E-9
     1994.204   4.186088E-9
      1994.56   4.181229E-9
     1994.915   4.176370E-9
     1995.271   4.171485E-9
     1995.627   4.166588E-9
     1995.983   4.161679E-9
     1996.338   4.156769E-9
     1996.694   4.151832E-9
     1997.051   4.146882E-9
     1997.407   4.141920E-9
     1997.763   4.136945E-9
     1998.119   4.131973E-9
     1998.475   4.126972E-9
     1998.832   4.121958E-9
     1999.187   4.116946E-9
     1999.544   4.111908E-9
     1999.901   4.106855E-9
     2000.257   4.086308E-9
     2000.615   4.059553E-9
     2000.972   4.032827E-9
     2001.328   4.006121E-9
     2001.685   3.979278E-9
     2002.042   3.952374E-9
     2002.398   3.925489E-9
     2002.755   3.898469E-9
     2003.113   3.871394E-9
     2003.469   3.844340E-9
     2003.828   3.817056E-9
     2004.184   3.789886E-9
     2004.542   3.762568E-9
     2004.899   3.735197E-9
     2005.256   3.707857E-9
     2005.614   3.680370E-9
     2005.972   3.652817E-9
     2006.329   3.625212E-9
     2006.686   3.597627E-9
     2007.046   3.569820E-9
     2007.403   3.542118E-9
     2007.761   3.514277E-9
     2008.119   3.486372E-9
     2008.476   3.458498E-9
     2008.835   3.430475E-9
     2009.193   3.402388E-9
      2009.55   3.374343E-9
     2009.909   3.346137E-9
     2010.269   3.317938E-9
     2010.626   3.289907E-9
     2010.985   3.261726E-9
     2011.344   3.233480E-9
     2011.702   3.205266E-9
     2012.061   3.176912E-9
      2012.42   3.148492E-9
     2012.778   3.120095E-9
     2013.137   3.091557E-9
     2013.496   3.062953E-9
     2013.855   3.034295E-9
     2014.215   3.005572E-9
     2014.573   2.976881E-9
     2014.932   2.948038E-9
     2015.292   2.919141E-9
     2015.652   2.890177E-9
      2016.01   2.861247E-9
      2016.37   2.832163E-9
      2016.73   2.803024E-9
     2017.089   2.773820E-9
     2017.449   2.744549E-9
     2017.808   2.715314E-9
     2018.168   2.685933E-9
     2018.528   2.656486E-9
     2018.888   2.627064E-9
     2019.248   2.597496E-9
     2019.608   2.567872E-9
     2019.968   2.538183E-9
     2020.329   2.536618E-9
     2020.689   2.537761E-9
     2021.049   2.538899E-9
     2021.409   2.540040E-9
      2021.77   2.541180E-9
      2022.13   2.542315E-9
     2022.491   2.543453E-9
     2022.851   2.544590E-9
     2023.212   2.545726E-9
     2023.573   2.546861E-9
     2023.933   2.547992E-9
     2024.295   2.549126E-9
     2024.656   2.550258E-9
     2025.017   2.551389E-9
     2025.377   2.552516E-9
     2025.739   2.553646E-9
     2026.099   2.554770E-9
      2026.46   2.555898E-9
     2026.823   2.557028E-9
     2027.184   2.558151E-9
     2027.545   2.559275E-9
     2027.907   2.560399E-9
     2028.268   2.561518E-9
      2028.63   2.562640E-9
     2028.992   2.563761E-9
     2029.353   2.564877E-9
     2029.716   2.565999E-9
     2030.078   2.568711E-9
     2030.439   2.577204E-9
     2030.802   2.585734E-9
     2031.164   2.594276E-9
     2031.525   2.602807E-9
     2031.888   2.611378E-9
      2032.25   2.619961E-9
     2032.612   2.628530E-9
     2032.974   2.637140E-9
     2033.337   2.645764E-9
       2033.7   2.654400E-9
     2034.063   2.663052E-9
     2034.425   2.671688E-9
     2034.788   2.680365E-9
     2035.151   2.689055E-9
     2035.513   2.697734E-9
     2035.876   2.706450E-9
      2036.24   2.715207E-9
     2036.603   2.723924E-9
     2036.966   2.732682E-9
      2037.33   2.741454E-9
     2037.692   2.750212E-9
     2038.056   2.759009E-9
     2038.419   2.767822E-9
     2038.782   2.776621E-9
     2039.146   2.785460E-9
      2039.51   2.794314E-9
     2039.873   2.803179E-9
     2040.237   2.800229E-9
     2040.601   2.790957E-9
     2040.964   2.781690E-9
     2041.329   2.772376E-9
     2041.693   2.763040E-9
     2042.056   2.753712E-9
      2042.42   2.744334E-9
     2042.785   2.734936E-9
     2043.149   2.725516E-9
     2043.514   2.716074E-9
     2043.877   2.706639E-9
     2044.242   2.697158E-9
     2044.607   2.687651E-9
     2044.971   2.678156E-9
     2045.335   2.668609E-9
       2045.7   2.659039E-9
     2046.064   2.649480E-9
     2046.431   2.639839E-9
     2046.796   2.630208E-9
      2047.16   2.620583E-9
     2047.525   2.610910E-9
      2047.89   2.601213E-9
     2048.255   2.591527E-9
      2048.62   2.581788E-9
     2048.986   2.572023E-9
     2049.351   2.562244E-9
     2049.717   2.552440E-9
     2050.083   2.548908E-9
     2050.448   2.566855E-9
     2050.813   2.584876E-9
     2051.179   2.602939E-9
     2051.544   2.620979E-9
      2051.91   2.639096E-9
     2052.276   2.657253E-9
     2052.641   2.675377E-9
     2053.009   2.693650E-9
     2053.374   2.711841E-9
      2053.74   2.730121E-9
     2054.107   2.748429E-9
     2054.472   2.766703E-9
     2054.839   2.785079E-9
     2055.206   2.803482E-9
     2055.571   2.821853E-9
     2055.939   2.840373E-9
     2056.306   2.858872E-9
     2056.672   2.877339E-9
     2057.039   2.895894E-9
     2057.406   2.914478E-9
     2057.771   2.933040E-9
     2058.139   2.951692E-9
     2058.506   2.970385E-9
     2058.872   2.989043E-9
      2059.24   3.007779E-9
     2059.608   3.026619E-9
     2059.975   3.045374E-9
     2060.342   3.051378E-9
     2060.708   3.056421E-9
     2061.076   3.061487E-9
     2061.444   3.066560E-9
     2061.812   3.071636E-9
     2062.179   3.076707E-9
     2062.548   3.081812E-9
     2062.915   3.086890E-9
     2063.283   3.091992E-9
     2063.651   3.097100E-9
     2064.018   3.102200E-9
     2064.386   3.107317E-9
     2064.755   3.112444E-9
     2065.122   3.117558E-9
      2065.49   3.122697E-9
     2065.859   3.127840E-9
     2066.228   3.132990E-9
     2066.596   3.138145E-9
     2066.965   3.143309E-9
     2067.333   3.148461E-9
     2067.702   3.153635E-9
     2068.071   3.158814E-9
     2068.438   3.163984E-9
     2068.808   3.169178E-9
     2069.177   3.174375E-9
     2069.546   3.179579E-9
     2069.915   3.184787E-9
     2070.284   3.180837E-9
     2070.653   3.174156E-9
     2071.022   3.167442E-9
     2071.392   3.160709E-9
      2071.76   3.153985E-9
      2072.13   3.147223E-9
       2072.5   3.140444E-9
     2072.869   3.133654E-9
     2073.239   3.126846E-9
     2073.608   3.120041E-9
     2073.978   3.113204E-9
     2074.348   3.106349E-9
     2074.717   3.099497E-9
     2075.087   3.092612E-9
     2075.458   3.085709E-9
     2075.828   3.078796E-9
     2076.198   3.071859E-9
     2076.569   3.064913E-9
     2076.938   3.057971E-9
     2077.309   3.050991E-9
     2077.679   3.043997E-9
     2078.049   3.037006E-9
      2078.42   3.029979E-9
     2078.791   3.022937E-9
     2079.161   3.015898E-9
     2079.531   3.008827E-9
     2079.904   3.001714E-9
     2080.274   3.002166E-9
     2080.645   3.005277E-9
     2081.015   3.008381E-9
     2081.386   3.011498E-9
     2081.758   3.014619E-9
     2082.128   3.017729E-9
     2082.501   3.020864E-9
     2082.872   3.023990E-9
     2083.243   3.027111E-9
     2083.615   3.030241E-9
     2083.986   3.033375E-9
     2084.357   3.036501E-9
     2084.729   3.039641E-9
     2085.101   3.042782E-9
     2085.472   3.045917E-9
     2085.844   3.049063E-9
     2086.216   3.052212E-9
     2086.588   3.055364E-9
     2086.961   3.058518E-9
     2087.333   3.061675E-9
     2087.704   3.064824E-9
     2088.077   3.067986E-9
     2088.449   3.071150E-9
     2088.821   3.074308E-9
     2089.194   3.077478E-9
     2089.566   3.080648E-9
     2089.939   3.083824E-9
     2090.312   3.077990E-9
     2090.684   3.070415E-9
     2091.057   3.062802E-9
      2091.43   3.055174E-9
     2091.802   3.047551E-9
     2092.176   3.039889E-9
     2092.549   3.032212E-9
     2092.922   3.024516E-9
     2093.296   3.016810E-9
     2093.669   3.009084E-9
     2094.042   3.001365E-9
     2094.415   2.993610E-9
     2094.789   2.985835E-9
     2095.162   2.978071E-9
     2095.535   2.970268E-9
     2095.909   2.962444E-9
     2096.283   2.954605E-9
     2096.657   2.946752E-9
     2097.031   2.938885E-9
     2097.405   2.931022E-9
     2097.779   2.923120E-9
     2098.153   2.915203E-9
     2098.526   2.907291E-9
     2098.901   2.899340E-9
     2099.275   2.891373E-9
     2099.649   2.883418E-9
     2100.025   2.875304E-9
     2100.398   2.866010E-9
     2100.773   2.856670E-9
     2101.148   2.847313E-9
     2101.521   2.837964E-9
     2101.896   2.828569E-9
     2102.271   2.819156E-9
     2102.647   2.809722E-9
     2103.022   2.800271E-9
     2103.397   2.790803E-9
     2103.771   2.781350E-9
     2104.147   2.771844E-9
     2104.522   2.762320E-9
     2104.896   2.752811E-9
     2105.272   2.743255E-9
     2105.648   2.733676E-9
     2106.022   2.724112E-9
     2106.398   2.714494E-9
     2106.775   2.704834E-9
      2107.15   2.695213E-9
     2107.526   2.685545E-9
     2107.902   2.675861E-9
     2108.277   2.666184E-9
     2108.653   2.656460E-9
     2109.029   2.646719E-9
     2109.405   2.636987E-9
     2109.782   2.627181E-9
     2110.157   2.623543E-9
     2110.534   2.628421E-9
      2110.91   2.633300E-9
     2111.286   2.638172E-9
     2111.663   2.643065E-9
      2112.04   2.647965E-9
     2112.415   2.652851E-9
     2112.792   2.657762E-9
     2113.169   2.662677E-9
     2113.546   2.667600E-9
     2113.923   2.672528E-9
     2114.301   2.677460E-9
     2114.677   2.682382E-9
     2115.054   2.687328E-9
     2115.431   2.692278E-9
     2115.808   2.697218E-9
     2116.185   2.702179E-9
     2116.563   2.707147E-9
      2116.94   2.712120E-9
     2117.318   2.717099E-9
     2117.695   2.722070E-9
     2118.073   2.727058E-9
     2118.451   2.732057E-9
     2118.829   2.737058E-9
     2119.206   2.742052E-9
     2119.583   2.747062E-9
     2119.962   2.752085E-9
      2120.34   2.759069E-9
     2120.719   2.766283E-9
     2121.096   2.773482E-9
     2121.474   2.780713E-9
     2121.853   2.787956E-9
      2122.23   2.795183E-9
     2122.609   2.802441E-9
     2122.988   2.809708E-9
     2123.366   2.816987E-9
     2123.745   2.824274E-9
     2124.124   2.831569E-9
     2124.502   2.838848E-9
     2124.881   2.846163E-9
      2125.26   2.853487E-9
     2125.638   2.860798E-9
     2126.018   2.868137E-9
     2126.397   2.875488E-9
     2126.775   2.882824E-9
     2127.156   2.890220E-9
     2127.535   2.897595E-9
     2127.914   2.904958E-9
     2128.294   2.912360E-9
     2128.673   2.919763E-9
     2129.052   2.927155E-9
     2129.432   2.934580E-9
     2129.812   2.942011E-9
     2130.192   2.945277E-9
     2130.572   2.944441E-9
     2130.951   2.943604E-9
     2131.331   2.942762E-9
     2131.711   2.941917E-9
     2132.091   2.941070E-9
     2132.471   2.940219E-9
     2132.852   2.939363E-9
     2133.231   2.938508E-9
     2133.612   2.937646E-9
     2133.994   2.936778E-9
     2134.373   2.935913E-9
     2134.754   2.935041E-9
     2135.135   2.934167E-9
     2135.515   2.933291E-9
     2135.896   2.932410E-9
     2136.277   2.931527E-9
     2136.657   2.930641E-9
     2137.039   2.929748E-9
     2137.419   2.928856E-9
     2137.801   2.927959E-9
     2138.182   2.927141E-9
     2138.564   2.926411E-9
     2138.944   2.925680E-9
     2139.326   2.924943E-9
     2139.708   2.924203E-9
     2140.088   2.922136E-9
      2140.47   2.915655E-9
     2140.852   2.909164E-9
     2141.234   2.902658E-9
     2141.616   2.896142E-9
     2141.997   2.889635E-9
     2142.379   2.883093E-9
     2142.762   2.876540E-9
     2143.143   2.869997E-9
     2143.525   2.863422E-9
     2143.909   2.856811E-9
      2144.29   2.850232E-9
     2144.673   2.843621E-9
     2145.055   2.836999E-9
     2145.437   2.830384E-9
      2145.82   2.823735E-9
     2146.203   2.817073E-9
     2146.585   2.810421E-9
     2146.968   2.803740E-9
     2147.351   2.797041E-9
     2147.734   2.790334E-9
     2148.117   2.783614E-9
     2148.499   2.776902E-9
     2148.883   2.770159E-9
     2149.266   2.763401E-9
     2149.648   2.756653E-9
     2150.032   2.750473E-9
     2150.416   2.750878E-9
     2150.799   2.751282E-9
     2151.183   2.751686E-9
     2151.567   2.752088E-9
      2151.95   2.752488E-9
     2152.333   2.752888E-9
     2152.718   2.753287E-9
     2153.101   2.753684E-9
     2153.485   2.754081E-9
     2153.869   2.754477E-9
     2154.252   2.754871E-9
     2154.638   2.755265E-9
     2155.022   2.755658E-9
     2155.406   2.756049E-9
      2155.79   2.756439E-9
     2156.175   2.756829E-9
     2156.558   2.757216E-9
     2156.943   2.757603E-9
     2157.328   2.757990E-9
     2157.713   2.758375E-9
     2158.098   2.758758E-9
     2158.483   2.759142E-9
     2158.867   2.759523E-9
     2159.252   2.759904E-9
     2159.637   2.760284E-9
     2160.022   2.761056E-9
     2160.407   2.768440E-9
     2160.792   2.775807E-9
     2161.177   2.783205E-9
     2161.564   2.790635E-9
     2161.948   2.798029E-9
     2162.334   2.805454E-9
      2162.72   2.812891E-9
     2163.105   2.820312E-9
      2163.49   2.827758E-9
     2163.877   2.835223E-9
     2164.261   2.842665E-9
     2164.649   2.850168E-9
     2165.035   2.857654E-9
      2165.42   2.865129E-9
     2165.807   2.872629E-9
     2166.193   2.880143E-9
     2166.578   2.887639E-9
     2166.965   2.895172E-9
     2167.352   2.902712E-9
     2167.737   2.910236E-9
     2168.124   2.917790E-9
     2168.511   2.925358E-9
     2168.898   2.932932E-9
     2169.285   2.940514E-9
     2169.671   2.948080E-9
     2170.058   2.956224E-9
     2170.445   2.967467E-9
     2170.831   2.978692E-9
     2171.219   2.989957E-9
     2171.607   3.001275E-9
     2171.993   3.012533E-9
     2172.381   3.023845E-9
     2172.769   3.035161E-9
     2173.155   3.046460E-9
     2173.543   3.057812E-9
     2173.931   3.069168E-9
     2174.317   3.080507E-9
     2174.705   3.091892E-9
     2175.094   3.103296E-9
      2175.48   3.114674E-9
      2175.87   3.126129E-9
     2176.258   3.137574E-9
     2176.645   3.148986E-9
     2177.033   3.160452E-9
     2177.422   3.171930E-9
     2177.809   3.183389E-9
     2178.198   3.194897E-9
     2178.587   3.206416E-9
     2178.975   3.217945E-9
     2179.364   3.229486E-9
     2179.752   3.241008E-9
     2180.141   3.251087E-9
      2180.53   3.258542E-9
     2180.918   3.265980E-9
     2181.307   3.273444E-9
     2181.696   3.280923E-9
     2182.085   3.288403E-9
     2182.473   3.295871E-9
     2182.864   3.303392E-9
     2183.252   3.310877E-9
     2183.642   3.318388E-9
     2184.031   3.325910E-9
      2184.42   3.333418E-9
      2184.81   3.340953E-9
       2185.2   3.348497E-9
     2185.588   3.356025E-9
     2185.979   3.363607E-9
      2186.37   3.371176E-9
     2186.759   3.378727E-9
     2187.149   3.386308E-9
     2187.539   3.393901E-9
     2187.928   3.401476E-9
     2188.319   3.409082E-9
     2188.709   3.416693E-9
     2189.098   3.424292E-9
     2189.489   3.431921E-9
      2189.88   3.439556E-9
     2190.271   3.433619E-9
     2190.661   3.421637E-9
     2191.051   3.409672E-9
     2191.442   3.397651E-9
     2191.833   3.385625E-9
     2192.224   3.373580E-9
     2192.614   3.361554E-9
     2193.006   3.349448E-9
     2193.396   3.337398E-9
     2193.788   3.325298E-9
     2194.179   3.313187E-9
      2194.57   3.301094E-9
     2194.961   3.288952E-9
     2195.353   3.276798E-9
     2195.743   3.264663E-9
     2196.135   3.252477E-9
     2196.527   3.240280E-9
     2196.919   3.228070E-9
     2197.311   3.215842E-9
     2197.702   3.203639E-9
     2198.094   3.191387E-9
     2198.486   3.179116E-9
     2198.878   3.166839E-9
      2199.27   3.154582E-9
     2199.662   3.142267E-9
     2200.055   3.130210E-9
     2200.447   3.119804E-9
