WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f892n
     2587.819   3.708503E-7
     2588.202   3.707741E-7
     2588.586   3.706980E-7
     2588.969   3.706219E-7
     2589.353   3.705450E-7
     2589.736   3.704682E-7
      2590.12   3.703899E-7
     2590.505   3.703087E-7
     2590.889   3.702279E-7
     2591.273   3.701469E-7
     2591.656   3.700663E-7
      2592.04   3.699853E-7
     2592.424   3.699039E-7
     2592.809   3.698224E-7
     2593.193   3.697416E-7
     2593.576   3.696614E-7
     2593.962   3.695805E-7
     2594.346   3.694992E-7
     2594.731   3.694176E-7
     2595.115   3.693363E-7
     2595.499   3.692555E-7
     2595.883   3.691745E-7
     2596.268   3.690931E-7
     2596.653   3.690115E-7
     2597.038   3.689300E-7
     2597.423   3.688490E-7
     2597.808   3.687677E-7
     2598.193   3.686867E-7
     2598.578   3.686055E-7
     2598.963   3.685244E-7
     2599.347   3.684430E-7
     2599.733   3.683614E-7
     2600.118   3.682875E-7
     2600.503   3.682311E-7
      2600.89   3.681745E-7
     2601.274   3.681183E-7
      2601.66   3.680620E-7
     2602.046   3.680053E-7
     2602.431   3.679475E-7
     2602.817   3.678896E-7
     2603.202   3.678333E-7
     2603.587   3.677778E-7
     2603.973   3.677222E-7
     2604.361   3.676651E-7
     2604.747   3.676082E-7
     2605.132   3.675514E-7
     2605.518   3.674944E-7
     2605.904   3.674374E-7
      2606.29   3.673811E-7
     2606.677   3.673250E-7
     2607.062   3.672690E-7
     2607.448   3.672120E-7
     2607.836   3.671547E-7
     2608.222   3.670982E-7
     2608.609   3.670421E-7
     2608.994   3.669861E-7
     2609.381   3.669281E-7
     2609.768   3.668701E-7
     2610.155   3.668107E-7
     2610.542   3.667495E-7
     2610.927   3.666884E-7
     2611.316   3.666261E-7
     2611.703   3.665638E-7
      2612.09   3.665017E-7
     2612.477   3.664399E-7
     2612.863   3.663783E-7
      2613.25   3.663165E-7
     2613.638   3.662547E-7
     2614.025   3.661929E-7
     2614.413   3.661310E-7
       2614.8   3.660691E-7
     2615.188   3.660070E-7
     2615.575   3.659447E-7
     2615.963   3.658823E-7
     2616.351   3.658203E-7
     2616.737   3.657587E-7
     2617.125   3.656967E-7
     2617.513   3.656348E-7
     2617.901   3.655730E-7
     2618.289   3.655106E-7
     2618.677   3.654482E-7
     2619.066   3.653859E-7
     2619.454   3.653244E-7
     2619.842   3.652628E-7
      2620.23   3.651993E-7
     2620.617   3.651347E-7
     2621.006   3.650698E-7
     2621.395   3.650052E-7
     2621.784   3.649406E-7
     2622.173   3.648758E-7
      2622.56   3.648111E-7
     2622.949   3.647461E-7
     2623.338   3.646824E-7
     2623.727   3.646188E-7
     2624.116   3.645546E-7
     2624.505   3.644891E-7
     2624.892   3.644239E-7
     2625.281   3.643588E-7
     2625.672   3.642934E-7
     2626.061   3.642286E-7
     2626.449   3.641652E-7
     2626.838   3.641016E-7
     2627.228   3.640367E-7
     2627.617   3.639712E-7
     2628.007   3.639057E-7
     2628.396   3.638416E-7
     2628.786   3.637774E-7
     2629.176   3.637129E-7
     2629.565   3.636482E-7
     2629.955   3.635836E-7
     2630.344   3.635259E-7
     2630.733   3.634689E-7
     2631.124   3.634120E-7
     2631.513   3.633555E-7
     2631.904   3.632989E-7
     2632.292   3.632429E-7
     2632.684   3.631866E-7
     2633.074   3.631302E-7
     2633.464   3.630732E-7
     2633.855   3.630161E-7
     2634.244   3.629592E-7
     2634.634   3.629021E-7
     2635.025   3.628450E-7
     2635.416   3.627883E-7
     2635.808   3.627314E-7
     2636.197   3.626753E-7
     2636.588   3.626190E-7
     2636.979   3.625628E-7
     2637.369   3.625056E-7
      2637.76   3.624484E-7
      2638.15   3.623916E-7
     2638.541   3.623348E-7
     2638.932   3.622781E-7
     2639.323   3.622217E-7
     2639.716   3.621652E-7
     2640.106   3.621057E-7
     2640.497   3.620368E-7
     2640.888   3.619677E-7
      2641.28   3.618995E-7
     2641.672   3.618316E-7
     2642.062   3.617637E-7
     2642.453   3.616953E-7
     2642.846   3.616265E-7
     2643.238   3.615575E-7
      2643.63   3.614880E-7
     2644.021   3.614188E-7
     2644.412   3.613504E-7
     2644.804   3.612818E-7
     2645.197   3.612135E-7
     2645.589   3.611455E-7
     2645.979   3.610776E-7
     2646.372   3.610090E-7
     2646.765   3.609402E-7
     2647.158   3.608716E-7
      2647.55   3.608030E-7
     2647.941   3.607347E-7
     2648.333   3.606661E-7
     2648.726   3.605974E-7
     2649.119   3.605288E-7
     2649.511   3.604602E-7
     2649.904   3.603915E-7
     2650.297   3.603287E-7
      2650.69   3.602678E-7
     2651.083   3.602070E-7
     2651.476   3.601459E-7
     2651.867   3.600853E-7
      2652.26   3.600247E-7
     2652.654   3.599642E-7
     2653.047   3.599036E-7
      2653.44   3.598421E-7
     2653.833   3.597806E-7
     2654.227   3.597195E-7
      2654.62   3.596585E-7
     2655.014   3.595974E-7
     2655.407   3.595364E-7
       2655.8   3.594756E-7
     2656.193   3.594145E-7
     2656.587   3.593535E-7
     2656.981   3.592924E-7
     2657.376   3.592312E-7
     2657.769   3.591703E-7
     2658.163   3.591093E-7
     2658.557   3.590487E-7
     2658.951   3.589880E-7
     2659.345   3.589270E-7
     2659.738   3.588661E-7
     2660.132   3.588056E-7
     2660.526   3.587466E-7
     2660.922   3.586875E-7
     2661.316   3.586284E-7
     2661.709   3.585697E-7
     2662.104   3.585106E-7
     2662.499   3.584515E-7
     2662.893   3.583925E-7
     2663.288   3.583335E-7
     2663.683   3.582744E-7
     2664.076   3.582156E-7
     2664.473   3.581568E-7
     2664.868   3.580981E-7
     2665.263   3.580392E-7
     2665.656   3.579803E-7
     2666.051   3.579211E-7
     2666.447   3.578610E-7
     2666.842   3.578008E-7
     2667.237   3.577416E-7
     2667.633   3.576829E-7
     2668.028   3.576241E-7
     2668.423   3.575650E-7
     2668.819   3.575056E-7
     2669.215   3.574465E-7
     2669.609   3.573875E-7
     2670.005   3.573282E-7
       2670.4   3.572702E-7
     2670.796   3.572122E-7
     2671.192   3.571542E-7
     2671.588   3.570961E-7
     2671.984   3.570381E-7
      2672.38   3.569796E-7
     2672.776   3.569209E-7
     2673.173   3.568623E-7
     2673.567   3.568040E-7
     2673.964   3.567454E-7
      2674.36   3.566872E-7
     2674.756   3.566290E-7
     2675.154   3.565704E-7
      2675.55   3.565120E-7
     2675.946   3.564535E-7
     2676.343   3.563948E-7
      2676.74   3.563361E-7
     2677.136   3.562776E-7
     2677.532   3.562195E-7
     2677.928   3.561613E-7
     2678.325   3.561028E-7
     2678.724   3.560438E-7
     2679.121   3.559848E-7
     2679.517   3.559258E-7
     2679.914   3.558665E-7
     2680.311   3.558054E-7
     2680.708   3.557437E-7
     2681.106   3.556818E-7
     2681.502   3.556198E-7
     2681.899   3.555575E-7
     2682.298   3.554951E-7
     2682.696   3.554329E-7
     2683.094   3.553705E-7
      2683.49   3.553085E-7
     2683.888   3.552462E-7
     2684.286   3.551842E-7
     2684.684   3.551225E-7
     2685.082   3.550606E-7
     2685.478   3.549989E-7
     2685.877   3.549369E-7
     2686.276   3.548744E-7
     2686.674   3.548115E-7
     2687.072   3.547488E-7
     2687.469   3.546871E-7
     2687.867   3.546252E-7
     2688.266   3.545630E-7
     2688.664   3.545006E-7
     2689.063   3.544383E-7
     2689.461   3.543762E-7
      2689.86   3.543143E-7
     2690.259   3.542506E-7
     2690.658   3.541860E-7
     2691.057   3.541213E-7
     2691.454   3.540574E-7
     2691.853   3.539932E-7
     2692.252   3.539285E-7
     2692.651   3.538632E-7
     2693.052   3.537979E-7
     2693.449   3.537340E-7
     2693.849   3.536697E-7
     2694.248   3.536054E-7
     2694.647   3.535411E-7
     2695.047   3.534768E-7
     2695.445   3.534122E-7
     2695.844   3.533474E-7
     2696.244   3.532827E-7
     2696.644   3.532178E-7
     2697.045   3.531529E-7
     2697.443   3.530888E-7
     2697.843   3.530244E-7
     2698.243   3.529603E-7
     2698.643   3.528964E-7
     2699.043   3.528324E-7
     2699.442   3.527673E-7
     2699.842   3.527019E-7
     2700.243   3.526729E-7
     2700.644   3.526677E-7
     2701.044   3.526625E-7
     2701.443   3.526578E-7
     2701.844   3.526530E-7
     2702.244   3.526484E-7
     2702.645   3.526437E-7
     2703.045   3.526389E-7
     2703.446   3.526341E-7
     2703.845   3.526295E-7
     2704.247   3.526243E-7
     2704.648   3.526191E-7
     2705.049   3.526139E-7
     2705.449   3.526086E-7
      2705.85   3.526035E-7
     2706.251   3.525988E-7
     2706.652   3.525946E-7
     2707.053   3.525901E-7
     2707.454   3.525842E-7
     2707.856   3.525786E-7
     2708.257   3.525738E-7
     2708.659   3.525696E-7
      2709.06   3.525650E-7
      2709.46   3.525592E-7
     2709.862   3.525535E-7
     2710.264   3.525440E-7
     2710.665   3.525324E-7
     2711.067   3.525207E-7
     2711.469   3.525087E-7
     2711.871   3.524967E-7
     2712.273   3.524846E-7
     2712.675   3.524725E-7
     2713.077   3.524605E-7
     2713.478   3.524484E-7
      2713.88   3.524363E-7
     2714.282   3.524238E-7
     2714.686   3.524112E-7
     2715.089   3.523988E-7
      2715.49   3.523862E-7
     2715.892   3.523735E-7
     2716.295   3.523613E-7
     2716.697   3.523493E-7
       2717.1   3.523373E-7
     2717.503   3.523251E-7
     2717.904   3.523131E-7
     2718.307   3.523014E-7
     2718.711   3.522896E-7
     2719.115   3.522778E-7
     2719.516   3.522652E-7
     2719.919   3.522526E-7
     2720.323   3.522463E-7
     2720.726   3.522416E-7
     2721.129   3.522370E-7
     2721.531   3.522328E-7
     2721.936   3.522285E-7
     2722.339   3.522238E-7
     2722.743   3.522190E-7
     2723.146   3.522147E-7
     2723.549   3.522109E-7
     2723.952   3.522072E-7
     2724.356   3.522030E-7
      2724.76   3.521987E-7
     2725.164   3.521947E-7
     2725.566   3.521909E-7
     2725.972   3.521871E-7
     2726.376   3.521824E-7
      2726.78   3.521777E-7
     2727.184   3.521726E-7
     2727.587   3.521673E-7
     2727.991   3.521622E-7
     2728.396   3.521588E-7
       2728.8   3.521556E-7
     2729.206   3.521514E-7
     2729.609   3.521467E-7
     2730.014   3.521416E-7
     2730.418   3.521285E-7
     2730.823   3.521152E-7
     2731.228   3.521012E-7
     2731.632   3.520865E-7
     2732.036   3.520719E-7
     2732.441   3.520582E-7
     2732.846   3.520445E-7
     2733.253   3.520308E-7
     2733.657   3.520171E-7
     2734.062   3.520033E-7
     2734.467   3.519902E-7
     2734.873   3.519769E-7
     2735.278   3.519634E-7
     2735.683   3.519496E-7
     2736.087   3.519359E-7
     2736.495   3.519216E-7
       2736.9   3.519073E-7
     2737.306   3.518938E-7
      2737.71   3.518807E-7
     2738.116   3.518672E-7
     2738.522   3.518535E-7
     2738.928   3.518397E-7
     2739.334   3.518257E-7
      2739.74   3.518113E-7
     2740.145   3.517990E-7
     2740.552   3.517900E-7
     2740.958   3.517811E-7
     2741.365   3.517722E-7
      2741.77   3.517634E-7
     2742.176   3.517545E-7
     2742.583   3.517456E-7
     2742.989   3.517366E-7
     2743.396   3.517283E-7
     2743.802   3.517197E-7
     2744.209   3.517106E-7
     2744.616   3.517008E-7
     2745.023   3.516909E-7
      2745.43   3.516824E-7
     2745.835   3.516741E-7
     2746.242   3.516656E-7
     2746.649   3.516571E-7
     2747.056   3.516486E-7
     2747.464   3.516398E-7
     2747.871   3.516307E-7
     2748.278   3.516217E-7
     2748.686   3.516130E-7
     2749.093   3.516039E-7
       2749.5   3.515945E-7
     2749.906   3.515851E-7
     2750.314   3.515764E-7
     2750.722   3.515679E-7
     2751.131   3.515594E-7
     2751.539   3.515503E-7
     2751.947   3.515414E-7
     2752.353   3.515329E-7
     2752.761   3.515244E-7
     2753.169   3.515156E-7
     2753.577   3.515061E-7
     2753.984   3.514967E-7
     2754.392   3.514872E-7
     2754.801   3.514778E-7
     2755.209   3.514691E-7
     2755.619   3.514610E-7
     2756.027   3.514530E-7
     2756.435   3.514435E-7
     2756.843   3.514341E-7
     2757.252   3.514252E-7
      2757.66   3.514167E-7
     2758.068   3.514082E-7
     2758.478   3.513986E-7
     2758.887   3.513891E-7
     2759.296   3.513804E-7
     2759.705   3.513719E-7
     2760.113   3.513611E-7
     2760.522   3.513442E-7
     2760.931   3.513273E-7
      2761.34   3.513103E-7
      2761.75   3.512934E-7
     2762.157   3.512766E-7
     2762.567   3.512597E-7
     2762.978   3.512427E-7
     2763.387   3.512262E-7
     2763.797   3.512098E-7
     2764.205   3.511930E-7
     2764.615   3.511755E-7
     2765.025   3.511581E-7
     2765.435   3.511412E-7
     2765.844   3.511242E-7
     2766.255   3.511075E-7
     2766.665   3.510911E-7
     2767.075   3.510746E-7
     2767.485   3.510581E-7
     2767.895   3.510417E-7
     2768.304   3.510250E-7
     2768.714   3.510079E-7
     2769.125   3.509910E-7
     2769.535   3.509741E-7
     2769.946   3.509570E-7
     2770.356   3.509516E-7
     2770.767   3.509480E-7
     2771.178   3.509440E-7
     2771.589   3.509398E-7
        2772.   3.509357E-7
     2772.409   3.509330E-7
      2772.82   3.509303E-7
     2773.231   3.509271E-7
     2773.643   3.509233E-7
     2774.054   3.509197E-7
     2774.464   3.509160E-7
     2774.875   3.509122E-7
     2775.287   3.509089E-7
     2775.698   3.509057E-7
      2776.11   3.509024E-7
      2776.52   3.508987E-7
     2776.931   3.508950E-7
     2777.343   3.508912E-7
     2777.756   3.508875E-7
     2778.168   3.508839E-7
     2778.578   3.508801E-7
      2778.99   3.508764E-7
     2779.402   3.508732E-7
     2779.814   3.508700E-7
     2780.226   3.508619E-7
     2780.638   3.508500E-7
      2781.05   3.508383E-7
     2781.463   3.508283E-7
     2781.875   3.508184E-7
     2782.287   3.508077E-7
     2782.698   3.507967E-7
     2783.111   3.507858E-7
     2783.523   3.507748E-7
     2783.936   3.507638E-7
     2784.349   3.507533E-7
     2784.761   3.507429E-7
     2785.174   3.507324E-7
     2785.587   3.507218E-7
        2786.   3.507114E-7
     2786.413   3.507004E-7
     2786.824   3.506895E-7
     2787.238   3.506782E-7
     2787.651   3.506667E-7
     2788.064   3.506553E-7
     2788.479   3.506448E-7
     2788.891   3.506344E-7
     2789.304   3.506239E-7
     2789.718   3.506133E-7
     2790.131   3.506030E-7
     2790.545   3.505931E-7
     2790.957   3.505831E-7
      2791.37   3.505736E-7
     2791.784   3.505641E-7
     2792.198   3.505542E-7
     2792.614   3.505436E-7
     2793.026   3.505332E-7
      2793.44   3.505232E-7
     2793.854   3.505131E-7
     2794.268   3.505039E-7
     2794.682   3.504949E-7
     2795.097   3.504857E-7
      2795.51   3.504757E-7
     2795.925   3.504657E-7
      2796.34   3.504560E-7
     2796.754   3.504466E-7
     2797.167   3.504371E-7
     2797.582   3.504276E-7
     2797.997   3.504181E-7
     2798.411   3.504071E-7
     2798.826   3.503960E-7
     2799.241   3.503862E-7
     2799.655   3.503772E-7
     2800.071   3.503727E-7
     2800.486   3.503900E-7
     2800.901   3.504074E-7
     2801.315   3.504254E-7
      2801.73   3.504437E-7
     2802.146   3.504616E-7
     2802.561   3.504784E-7
     2802.976   3.504952E-7
     2803.392   3.505130E-7
     2803.807   3.505309E-7
     2804.223   3.505488E-7
     2804.639   3.505666E-7
     2805.054   3.505843E-7
      2805.47   3.506018E-7
     2805.885   3.506190E-7
     2806.301   3.506371E-7
     2806.717   3.506555E-7
     2807.133   3.506735E-7
     2807.549   3.506909E-7
     2807.965   3.507082E-7
     2808.381   3.507256E-7
     2808.797   3.507430E-7
     2809.214   3.507607E-7
     2809.629   3.507785E-7
     2810.045   3.507976E-7
     2810.462   3.508269E-7
      2810.88   3.508564E-7
     2811.297   3.508854E-7
     2811.712   3.509141E-7
     2812.128   3.509432E-7
     2812.545   3.509732E-7
     2812.962   3.510030E-7
     2813.379   3.510315E-7
     2813.795   3.510597E-7
     2814.212   3.510887E-7
     2814.629   3.511180E-7
     2815.048   3.511475E-7
     2815.465   3.511764E-7
     2815.881   3.512051E-7
     2816.298   3.512351E-7
     2816.716   3.512655E-7
     2817.133   3.512951E-7
     2817.551   3.513230E-7
     2817.967   3.513508E-7
     2818.386   3.513802E-7
     2818.804   3.514097E-7
     2819.222   3.514397E-7
      2819.64   3.514702E-7
     2820.058   3.514987E-7
     2820.474   3.515153E-7
     2820.892   3.515318E-7
     2821.311   3.515492E-7
     2821.729   3.515668E-7
     2822.146   3.515845E-7
     2822.565   3.516021E-7
     2822.984   3.516197E-7
     2823.402   3.516374E-7
     2823.821   3.516550E-7
      2824.24   3.516724E-7
     2824.656   3.516894E-7
     2825.075   3.517067E-7
     2825.494   3.517243E-7
     2825.914   3.517420E-7
     2826.332   3.517596E-7
     2826.751   3.517772E-7
      2827.17   3.517949E-7
     2827.589   3.518125E-7
     2828.008   3.518302E-7
     2828.427   3.518474E-7
     2828.845   3.518645E-7
     2829.264   3.518823E-7
     2829.684   3.519004E-7
     2830.105   3.519200E-7
     2830.523   3.519434E-7
     2830.942   3.519670E-7
     2831.362   3.519923E-7
     2831.781   3.520178E-7
     2832.201   3.520426E-7
     2832.621   3.520667E-7
      2833.04   3.520907E-7
     2833.461   3.521149E-7
     2833.881   3.521389E-7
     2834.301   3.521641E-7
     2834.721   3.521897E-7
      2835.14   3.522147E-7
      2835.56   3.522387E-7
      2835.98   3.522629E-7
     2836.401   3.522873E-7
      2836.82   3.523118E-7
      2837.24   3.523360E-7
     2837.662   3.523596E-7
     2838.083   3.523835E-7
     2838.504   3.524086E-7
     2838.925   3.524337E-7
     2839.344   3.524584E-7
     2839.765   3.524830E-7
     2840.186   3.525066E-7
     2840.607   3.525289E-7
     2841.028   3.525513E-7
     2841.449   3.525745E-7
      2841.87   3.525980E-7
     2842.291   3.526209E-7
     2842.713   3.526438E-7
     2843.134   3.526664E-7
     2843.554   3.526887E-7
     2843.976   3.527111E-7
     2844.397   3.527343E-7
     2844.819   3.527576E-7
      2845.24   3.527805E-7
     2845.662   3.528029E-7
     2846.084   3.528254E-7
     2846.506   3.528488E-7
     2846.928   3.528722E-7
      2847.35   3.528955E-7
      2847.77   3.529189E-7
     2848.193   3.529418E-7
     2848.616   3.529642E-7
     2849.039   3.529866E-7
     2849.459   3.530094E-7
     2849.882   3.530323E-7
     2850.304   3.530541E-7
     2850.727   3.530756E-7
     2851.149   3.530973E-7
     2851.572   3.531198E-7
     2851.993   3.531422E-7
     2852.416   3.531642E-7
     2852.839   3.531861E-7
     2853.263   3.532079E-7
     2853.685   3.532293E-7
     2854.107   3.532510E-7
     2854.531   3.532734E-7
     2854.954   3.532960E-7
     2855.377   3.533179E-7
       2855.8   3.533399E-7
     2856.223   3.533616E-7
     2856.647   3.533831E-7
      2857.07   3.534048E-7
     2857.494   3.534273E-7
     2857.916   3.534497E-7
      2858.34   3.534713E-7
     2858.763   3.534929E-7
     2859.187   3.535148E-7
     2859.611   3.535373E-7
     2860.035   3.535606E-7
     2860.457   3.535922E-7
     2860.883   3.536240E-7
     2861.307   3.536557E-7
     2861.731   3.536873E-7
     2862.154   3.537189E-7
     2862.578   3.537506E-7
     2863.002   3.537823E-7
     2863.427   3.538135E-7
     2863.851   3.538447E-7
     2864.276   3.538766E-7
       2864.7   3.539088E-7
     2865.125   3.539410E-7
      2865.55   3.539727E-7
     2865.974   3.540044E-7
     2866.397   3.540360E-7
     2866.823   3.540679E-7
     2867.247   3.540998E-7
     2867.672   3.541322E-7
     2868.098   3.541643E-7
     2868.523   3.541960E-7
     2868.948   3.542279E-7
     2869.373   3.542592E-7
     2869.799   3.542905E-7
     2870.224   3.543143E-7
     2870.648   3.543311E-7
     2871.073   3.543480E-7
     2871.499   3.543639E-7
     2871.926   3.543799E-7
     2872.352   3.543963E-7
     2872.776   3.544127E-7
     2873.202   3.544292E-7
     2873.628   3.544457E-7
     2874.054   3.544621E-7
      2874.48   3.544792E-7
     2874.906   3.544962E-7
     2875.331   3.545123E-7
     2875.757   3.545282E-7
     2876.185   3.545447E-7
     2876.611   3.545617E-7
     2877.036   3.545785E-7
     2877.462   3.545945E-7
     2877.889   3.546105E-7
     2878.315   3.546277E-7
     2878.742   3.546452E-7
     2879.169   3.546619E-7
     2879.596   3.546774E-7
     2880.022   3.546931E-7
     2880.449   3.547141E-7
     2880.876   3.547352E-7
     2881.302   3.547561E-7
     2881.729   3.547771E-7
     2882.156   3.547986E-7
     2882.583   3.548207E-7
     2883.011   3.548427E-7
     2883.438   3.548627E-7
     2883.865   3.548827E-7
     2884.293   3.549038E-7
      2884.72   3.549254E-7
     2885.148   3.549466E-7
     2885.574   3.549671E-7
     2886.002   3.549876E-7
      2886.43   3.550093E-7
     2886.858   3.550308E-7
     2887.287   3.550518E-7
     2887.714   3.550723E-7
     2888.142   3.550929E-7
